timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
985000,985000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
1985000,1985000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
2989000,2989000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
3989000,3989000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
4985000,4985000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
5985000,5985000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
6985000,6985000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
7989000,7989000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
8989000,8989000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
9989000,9989000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
10985000,10985000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
11989000,11989000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
12988000,12988000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
13985000,13985000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
14985000,14985000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
15989000,15989000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
16989000,16989000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
17989000,17989000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
18989000,18989000,197644,0.277226,-0.03375006,0.47143218,24.675455,0,0
19985000,19985000,197644,0.27913806,-0.033945262,0.4702885,24.675459,0,0
20989000,20989000,197644,0.2745114,-0.034816284,0.4729407,24.675127,0,0
21988000,21988000,197644,0.27440104,-0.03372771,0.47308347,24.67247,0,0
22989000,22989000,197644,0.27968973,-0.039467957,0.46952882,24.671171,0,0
23989000,23989000,197644,0.27524206,-0.02819843,0.47295666,24.67048,0,0
24981000,24981000,197644,0.279471,-0.036622655,0.46988946,24.670809,0,0
25985000,25985000,197644,0.27933937,-0.03463949,0.47011805,24.670818,0,0
26981000,26981000,197644,0.27205685,-0.03787921,0.47412193,24.670465,0,0
27989000,27989000,197644,0.27656952,-0.03253741,0.4719025,24.670021,0,0
28981000,28981000,197644,0.27958784,-0.03219686,0.47014394,24.669865,0,0
29985000,29985000,197644,0.27687234,-0.032051813,0.4717581,24.669712,0,0
30985000,30985000,197644,0.27479294,-0.038347274,0.4725036,24.669928,0,0
31989000,31989000,197644,0.2765935,-0.03476366,0.47172964,24.670053,0,0
32989000,32989000,197644,0.2777316,-0.035734124,0.47098786,24.669924,0,0
33989000,33989000,197644,0.2778348,-0.037198756,0.47081354,24.66971,0,0
34989000,34989000,197644,0.27555668,-0.032735135,0.47248092,24.66962,0,0
35985000,35985000,197644,0.2759616,-0.03312152,0.4722176,24.66941,0,0
36985000,36985000,197644,0.27791092,-0.036222752,0.47084472,24.669796,0,0
37985000,37985000,197644,0.27734283,-0.03401599,0.47134405,24.66993,0,0
38985000,38985000,197644,0.27667055,-0.031746324,0.47189716,24.669954,0,0
39981000,39981000,197644,0.27950627,-0.03714628,0.46982735,24.670149,0,0
40989000,40989000,197644,0.27559027,-0.03574266,0.47224337,24.67035,0,0
41985000,41985000,197644,0.27663043,-0.03646589,0.47157946,24.670258,0,0
42989000,42989000,197644,0.2778798,-0.037465736,0.47076583,24.66979,0,0
43985000,43985000,197644,0.27543324,-0.037375156,0.47220856,24.669622,0,0
44989000,44989000,197644,0.27964735,-0.034490965,0.4699458,24.669512,0,0
45989000,45989000,197644,0.27774367,-0.036911216,0.47089007,24.672197,0,0
46981000,46981000,197644,0.2752448,-0.033932935,0.47257853,24.675407,0,0
47989000,47989000,197644,0.2773067,-0.033825662,0.47137928,24.675465,0,0
48989000,48989000,197644,0.2772849,-0.033563845,0.4714108,24.675468,0,0
49989000,49989000,197644,0.27725762,-0.033528343,0.47142938,24.675468,0,0
50989000,50989000,197644,0.27725407,-0.033523705,0.47143182,24.675468,0,0
