timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
4997000,0.0,0.0,0.0,1
5105000,0.0,0.0,0.0,1
5909000,0.0,0.0,0.0,1
6913000,0.0,0.0,0.0,1
7917000,0.0,0.0,0.0,1
8925000,0.0,0.0,0.0,1
9933000,0.0,0.0,0.0,1
10945000,0.0,0.0,0.0,1
11965000,0.0,0.0,0.0,1
12965000,0.0,0.0,0.0,1
13965000,0.0,0.0,0.0,1
14965000,0.0,0.0,0.0,1
15964000,0.0,0.0,0.0,1
16981000,0.0,0.0,0.0,1
17989000,0.0,0.0,0.0,1
18909000,0.0,0.0,0.0,1
19816000,0.0,0.0,0.0,1
48213000,0.0,0.0,0.0,1
48325000,0.0,0.0,0.0,1
49124000,0.0,0.0,0.0,1
50225000,0.0,0.0,0.0,1
