timestamp,rtl_time_s,rtl_limit_fraction
11045000,0.0,0.0
12049000,0.06384056,7.093396e-05
13073000,0.09085187,0.00010094653
14073000,0.023447309,2.6052567e-05
15081000,0.07895677,8.772975e-05
16113000,0.13357364,0.00014841516
17141000,0.036379732,4.0421924e-05
18164000,0.11804621,0.00013116245
19193000,0.19378178,0.0002153131
20213000,0.019172877,2.1303198e-05
21221000,0.2117252,0.00023525023
22221000,0.57607657,0.0006400851
23229000,0.75024116,0.00083360134
24237000,0.9177011,0.001019668
25261000,0.839633,0.00093292556
26261000,0.83088523,0.00092320587
27269000,0.84074223,0.0009341581
28273000,0.91079867,0.0010119986
29281000,0.9200088,0.001022232
30281000,0.9464897,0.0010516553
31293000,0.9154282,0.0010171426
32293000,0.89203244,0.0009911472
33301000,0.8896837,0.0009885376
34325000,0.91715676,0.001019063
35332000,0.9032847,0.0010036498
36337000,0.9919715,0.0011021906
37337000,0.92827374,0.0010314153
38373000,0.9131179,0.0010145755
39421000,0.9309568,0.0010343965
40433000,0.91065764,0.0010118418
41445000,0.88047516,0.0009783058
42461000,0.85301065,0.00094778964
43465000,0.90581065,0.0010064563
44497000,0.9069152,0.0010076836
45505000,0.82812905,0.0009201434
46513000,0.1956039,0.00021733769
47525000,0.026004292,2.889366e-05
48533000,0.10569291,0.00011743657
49533000,0.104038954,0.00011559885
50564000,0.06324778,7.027531e-05
