timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
988000,988000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
1984000,1984000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
2988000,2988000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
3984000,3984000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
4988000,4988000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
5987000,5987000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
6988000,6988000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
7988000,7988000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
8988000,8988000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
9988000,9988000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
10984000,10984000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
11984000,11984000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
12988000,12988000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
13988000,13988000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
14988000,14988000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
15988000,15988000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
16988000,16988000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
17988000,17988000,197644,0.277226,-0.03375011,0.4714321,24.675455,0,0
18976000,18976000,197644,0.27785504,-0.033947337,0.47104743,24.675455,0,0
19984000,19984000,197644,0.27006605,-0.032977972,0.47562414,24.675453,0,0
20984000,20984000,197644,0.28227124,-0.04298122,0.46767187,24.673212,0,0
21984000,21984000,197644,0.2736499,-0.027897844,0.47389746,24.671755,0,0
22988000,22988000,197644,0.2791663,-0.034817666,0.47020763,24.671232,0,0
23988000,23988000,197644,0.2793178,-0.03836527,0.46984148,24.671299,0,0
24988000,24988000,197644,0.2734165,-0.036437374,0.4734523,24.671263,0,0
25987000,25987000,197644,0.2761484,-0.03196218,0.4721883,24.670862,0,0
26983000,26983000,197644,0.27977908,-0.033705447,0.46992436,24.670763,0,0
27989000,27989000,197644,0.27850503,-0.028751092,0.47100917,24.67077,0,0
28984000,28984000,197644,0.27704656,-0.034391627,0.47149095,24.670803,0,0
29984000,29984000,197644,0.27580172,-0.035759382,0.47211862,24.670895,0,0
30984000,30984000,197644,0.27649584,-0.03480468,0.47178385,24.670925,0,0
31984000,31984000,197644,0.27827203,-0.0365945,0.47060263,24.670849,0,0
32984000,32984000,197644,0.27332237,-0.035714533,0.47356182,24.673523,0,0
33988000,33988000,197644,0.2758044,-0.030714037,0.47247234,24.675495,0,0
34984000,34984000,197644,0.2767585,-0.031979103,0.47183007,24.675455,0,0
35984000,35984000,197644,0.27732846,-0.032114115,0.4714861,24.675486,0,0
36988000,36988000,197644,0.27740753,-0.032121584,0.47143906,24.675486,0,0
37984000,37984000,197644,0.27741775,-0.032122552,0.471433,24.675486,0,0
