timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5004000,0.0,0.0,0.0,1
5100000,0.0,0.0,0.0,1
5904000,0.0,0.0,0.0,1
6924000,0.0,0.0,0.0,1
7924000,0.0,0.0,0.0,1
8928000,0.0,0.0,0.0,1
9944000,0.0,0.0,0.0,1
10945000,0.0,0.0,0.0,1
11945000,0.0,0.0,0.0,1
13000000,0.0,0.0,0.0,1
13976000,0.0,0.0,0.0,1
14981000,0.0,0.0,0.0,1
15985000,0.0,0.0,0.0,1
16884000,0.0,0.0,0.0,1
17985000,0.0,0.0,0.0,1
18996000,0.0,0.0,0.0,1
19912000,0.0,0.0,0.0,1
20920000,0.0,0.0,0.0,1
21920000,0.0,0.0,0.0,1
22932000,0.0,0.0,0.0,1
23949000,0.0,0.0,0.0,1
24957000,0.0,0.0,0.0,1
25977000,0.0,0.0,0.0,1
26993000,0.0,0.0,0.0,1
28001000,0.0,0.0,0.0,1
28929000,0.0,0.0,0.0,1
29931000,0.0,0.0,0.0,1
30338000,0.0,0.0,0.0,1
46464000,0.0,0.0,0.0,1
46576000,0.0,0.0,0.0,1
47382000,0.0,0.0,0.0,1
