timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5621000,0.0,0.0,50.707,0.0,0.0,0.0,0.0,1,0,0,0
11053000,28.14295799885578,112.98371095748993,50.724243,-0.00012723128,0.054661185,-0.01201284,0.04809532,1,1,1,0
15832000,28.14295799885578,112.98371095748993,50.724243,-0.00012723128,0.054661185,-0.01201284,0.047985036,1,1,1,0
16136000,28.14295799885578,112.98371095748993,50.724243,-0.00012723128,0.054661185,-0.01201284,0.048048627,1,1,1,0
17712000,28.14295799885578,112.98371095748993,50.724243,-0.00012723128,0.054661185,-0.01201284,0.04809504,1,1,1,0
20920000,28.14295799885578,112.98371095748993,50.724243,-0.00012723128,0.054661185,-0.01201284,0.04811653,1,1,1,0
22644000,28.14295799885578,112.98371095748993,50.724243,-0.00012723128,0.054661185,-0.01201284,0.048172865,1,1,1,0
22784000,28.14295830241249,112.98371103134834,50.767925,0.033626735,0.061902907,-0.05569513,0.05206147,1,1,1,0
30393000,28.142957923948924,112.98371061450803,50.757973,-0.008456494,0.021032242,-0.04574062,0.049364228,1,1,1,0
30990000,28.142957923948924,112.98371061450803,50.757973,-0.008456494,0.021032242,-0.04574062,0.049331103,1,1,1,0
31082000,28.142957923948924,112.98371061450803,50.757973,-0.008456494,0.021032242,-0.04574062,0.04896159,1,1,1,0
38090000,28.142957923948924,112.98371061450803,50.757973,-0.008456494,0.021032242,-0.04574062,0.050162364,1,1,1,0
43100000,28.142957923948924,112.98371061450803,50.757973,-0.008456494,0.021032242,-0.04574062,0.050058667,1,1,1,0
43385000,28.142957923948924,112.98371061450803,50.757973,-0.008456494,0.021032242,-0.04574062,0.050494425,1,1,1,0
44604000,28.142957923948924,112.98371061450803,50.757973,-0.008456494,0.021032242,-0.04574062,0.05004744,1,1,1,0
46614000,28.142957923948924,112.98371061450803,50.757973,-0.008456494,0.021032242,-0.04574062,0.05054989,1,1,1,0
