timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
34227900,34227840,0.00041904062,8.472183e-05,0.004526315
34229404,34229342,0.00022065008,0.0017674575,0.0045398274
34250425,34250361,-0.0032572567,-0.0017057462,0.0027167867
34271490,34271428,0.006708828,-0.003685089,0.0033551566
34289461,34289401,-0.002049828,9.732356e-05,0.0015783341
34310481,34310421,0.0039133052,-0.0029989483,0.00479291
34331548,34331488,-0.00043075276,0.000593407,0.001129011
34348021,34347962,-0.0014650419,0.0001889118,0.0020893817
34369094,34369026,0.0021859515,-0.0014786043,0.0038868594
34390067,34390003,0.00047691382,0.0002640175,0.0030540992
34411089,34411023,6.5512955e-05,-0.002402209,0.0064461487
34429153,34429092,0.0036146606,0.0007486913,0.0078875795
34450123,34450064,0.003848384,0.0036374906,-0.022542767
34471145,34471086,-0.009463258,0.0015731505,-0.017909447
34489207,34489147,-0.002477168,0.0013961,0.014643044
34510184,34510122,-0.0075431145,0.004206573,0.014561239
34531204,34531144,0.00025057985,0.0032428761,0.012525334
34552228,34552165,0.0038760165,0.0015158087,0.003355365
34568745,34568683,-0.0022561527,0.0018727889,0.00017629866
34589767,34589704,0.008246808,-0.004365511,0.00301227
34610791,34610726,-0.0024270467,0.0025782012,0.0012840938
34628807,34628743,-0.005244704,0.0019220542,0.00534363
34649833,34649768,-0.010868471,0.004839874,-0.004182972
34670847,34670786,-0.003310746,-0.003479139,0.0077581517
34688871,34688807,-0.0020883284,0.0017772522,-0.0016873506
34709889,34709824,-0.004236353,0.0016276038,0.0028486603
34730912,34730845,-0.0011085921,-0.0013564639,0.007738172
34750427,34750365,-0.0002998165,-0.00087997015,-0.0025286954
34768445,34768384,-0.010521111,-0.0015406683,0.007099403
34789513,34789449,0.0050657005,-0.0004079987,0.00051939324
34810486,34810425,0.0037471224,-0.005740372,-0.0016632825
34831506,34831446,0.0033940817,0.0043062293,0.009227185
34849613,34849549,-0.0059180325,8.646888e-05,-0.005405381
34870553,34870488,-0.0058461134,0.007361541,0.0060058674
34891569,34891507,0.00247179,-0.00013691618,0.008412405
34908083,34908024,0.0013662844,0.005345535,-6.765779e-05
34929105,34929045,0.0009658887,-0.0052401205,0.011273489
34950130,34950066,-0.0027607067,-0.00053379626,-0.0014786603
34971152,34971089,-0.010661243,-0.004360429,-0.0031195013
34989169,34989109,-0.0055941995,0.0062352573,0.005373296
35010186,35010126,0.0071277767,-0.009280409,-0.007589009
35031206,35031148,0.008155948,0.002318547,0.0026767836
35049228,35049166,0.0014491793,-0.0014676799,0.0032786145
35070247,35070187,-0.010470995,0.0016078257,-0.008103219
35091268,35091208,-0.015276918,0.0035538157,0.01093849
35112336,35112275,-0.004503248,-0.0036400706,0.008362232
35128806,35128746,0.008414451,0.007470858,0.0050542555
35149873,35149812,0.0120228445,-0.008891771,0.012168565
35170848,35170790,0.0081833685,-0.00064867997,-0.006529301
