timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
33496845,33480646,1,1,0,0,0,3,3,0,3,0,0,0,0,0
34504674,34488651,1,1,0,0,0,3,3,0,3,0,0,0,0,0
35512717,35496645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
36520688,36504647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
37528679,37512648,1,1,0,0,0,3,3,0,3,0,0,0,0,0
38536673,38520645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
39544676,39528646,1,1,0,0,0,3,3,0,3,0,0,0,0,0
40548675,40532645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
41556670,41540745,1,1,0,0,0,3,3,0,3,0,0,0,0,0
42564674,42548645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
43572673,43556645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
44580673,44564648,1,1,0,0,0,3,3,0,3,0,0,0,0,0
45588670,45572645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
46596673,46580645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
47604836,47588645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
48612675,48596646,1,1,0,0,0,3,3,0,3,0,0,0,0,0
49616672,49600651,1,1,0,0,0,3,3,0,3,0,0,0,0,0
50624670,50608645,1,1,0,0,0,3,3,0,3,0,0,0,0,0
51628916,51616648,1,1,0,0,0,3,3,0,3,0,0,0,0,0
52636670,52624653,1,1,0,0,0,3,3,0,3,0,0,0,0,0
53644676,53628810,1,1,0,0,0,3,3,0,3,0,0,0,0,0
54652672,54640646,1,1,0,0,0,3,3,0,3,0,0,0,0,0
55656743,55644661,1,1,0,0,0,3,3,0,3,0,0,0,0,0
