timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
31450591,63.938477,19813.596,0,16,12066,65536,0,3,246
32453844,106.393555,105.70846,0,46,6879,65536,0,3,246
33454591,140.89648,70.194595,0,79,3520,65536,0,3,246
34455595,172.11426,57.214424,0,110,4195,65536,0,3,246
35456601,200.19336,49.933033,0,143,7420,65536,0,3,246
36457594,234.25586,46.75551,0,180,4055,65536,0,3,246
37458595,268.87305,44.728443,0,213,4342,65536,0,3,246
38459609,302.28613,43.10832,0,241,3570,65536,0,3,246
39460598,333.1494,41.574894,0,271,3964,65536,0,3,246
40461598,361.5791,40.11201,0,302,6226,65536,0,3,246
41462618,392.19922,39.160187,0,336,6869,65536,0,3,246
42463598,423.5371,38.446632,0,367,7175,65536,0,3,246
43464597,457.04395,38.032375,0,403,3728,65536,0,3,246
44465664,487.74707,37.466263,0,433,3647,65536,0,3,246
45466593,521.8262,37.22217,0,464,111,65536,0,3,246
46467597,552.1543,36.7607,0,494,231,65536,0,3,246
47468625,576.0,35.952225,0,526,7363,65536,0,3,246
48469593,613.4629,36.038933,0,561,161,65536,0,3,246
49470602,640.0,35.509712,0,589,4338,65536,0,3,246
50471600,674.7793,35.469456,0,621,314,65536,0,3,246
51472615,704.0,35.155613,0,654,1913,65536,0,3,246
52473599,735.9512,35.001564,0,687,264,65536,0,3,246
53474596,767.67285,34.85108,0,705,314,65536,0,3,246
54475601,798.2793,34.665237,0,705,332,65536,0,3,246
55476594,827.6631,34.44401,0,705,282,65536,0,3,246
56477601,856.9385,34.23613,0,708,452,65536,0,3,246
57478621,888.4707,34.130917,0,741,382,65536,0,3,246
58479597,919.0254,33.99739,0,773,332,65536,0,3,246
59480597,949.40625,33.867172,0,806,382,65536,0,3,246
60481596,976.7832,33.642467,0,840,4209,65536,0,3,246
61482596,1012.42676,33.707973,0,871,642,65536,0,3,246
62483593,1045.1582,33.675423,0,903,600,65536,0,3,246
63484601,1079.0723,33.681816,0,932,1195,65536,0,3,246
64485596,1113.4004,33.700363,0,964,685,65536,0,3,246
65486607,1147.9199,33.723423,0,996,685,65536,0,3,246
