timestamp,speed_xy,speed_up,speed_down,want_takeoff
60963199,5.0,3.0,1.0,0
60982706,5.0,3.0,1.0,0
61966237,5.0,3.0,1.0,0
62963014,5.0,3.0,1.0,0
63960105,5.0,3.0,1.0,0
64962853,5.0,3.0,1.0,0
65959731,5.0,3.0,1.0,0
