timestamp,mag_inconsistency_angle
500000,0.0
1004000,0.0
1496000,0.0
2000000,4.3769633e-05
2500000,3.6017595e-05
3000000,3.366684e-05
3496000,3.1626425e-07
4000000,2.5214301e-06
4496000,0.00037001117
5000000,3.8513704e-06
5504000,3.8083712e-08
5992000,3.964054e-10
6496000,3.1926987e-12
7004000,5.5767352e-05
7500000,4.266995e-07
8004000,3.4366923e-09
8500000,3.7654543e-11
8992000,4.811975e-13
9496000,4.294322e-15
10000000,3.1214772e-17
10504000,2.6463969e-19
10992000,2.4860081e-21
11500000,1.8070413e-23
12000000,8.9049547e-07
12496000,5.2721996e-09
13000000,4.7050353e-11
13500000,2.3901766e-05
13996000,2.75666e-07
14500000,4.3250856e-09
15000000,0.0002710868
15504000,3.464291e-06
16000000,7.4707227e-06
16496000,3.0326659e-05
17000000,3.8755263e-07
17500000,3.8322576e-09
18000000,3.789472e-11
18500000,4.8338043e-06
19000000,5.5749656e-08
19500000,5.512723e-10
20000000,0.00014293368
20500000,1.4877666e-06
21000000,1.3975984e-08
21504000,1.3819948e-10
22000000,1.2333252e-12
22500000,9.5755175e-05
22812000,6.0011807e-06
