timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5004000,0.0,0.0,0.0,1
5100000,0.0,0.0,0.0,1
5916000,0.0,0.0,0.0,1
6924000,0.0,0.0,0.0,1
7928000,0.0,0.0,0.0,1
8936000,0.0,0.0,0.0,1
9944000,0.0,0.0,0.0,1
10952000,0.0,0.0,0.0,1
11972000,0.0,0.0,0.0,1
12976000,0.0,0.0,0.0,1
13996000,0.0,0.0,0.0,1
15012000,0.0,0.0,0.0,1
15912000,0.0,0.0,0.0,1
16912000,0.0,0.0,0.0,1
17916000,0.0,0.0,0.0,1
18936000,0.0,0.0,0.0,1
19956000,0.0,0.0,0.0,1
20968000,0.0,0.0,0.0,1
21984000,0.0,0.0,0.0,1
22996000,0.0,0.0,0.0,1
23992000,0.0,0.0,0.0,1
24992000,0.0,0.0,0.0,1
25992000,0.0,0.0,0.0,1
26992000,0.0,0.0,0.0,1
28000000,0.0,0.0,0.0,1
28999000,0.0,0.0,0.0,1
29992000,0.0,0.0,0.0,1
30292000,0.0,0.0,0.0,1
