timestamp,saturation_status
1004000,1533
2000000,1533
3000000,1533
3996000,1533
5000000,1533
6000000,1533
7004000,1533
8004000,1533
9000000,1533
10000000,1533
11000000,1533
12000000,1533
13000000,1533
14004000,1533
15000000,1533
15992000,1533
17000000,1533
18000000,1533
19000000,1533
20000000,1533
21000000,1533
22000000,1533
23000000,1533
24004000,1533
24999000,1533
26000000,1533
26999000,1529
28000000,1533
29004000,1533
30000000,1
31004000,1
32000000,1
33000000,1
34000000,1
35000000,1
35992000,1
37000000,1
38004000,1
39000000,1
40000000,1
41000000,1
42000000,1
43000000,1
43996000,1
45004000,1
46004000,1
46996000,1
48004000,1
49004000,1
50004000,1
51000000,1
52004000,1
53004000,1
54000000,1
54996000,1
55993000,1
56996000,1
58004000,1
59000000,1
