timestamp,rtl_time_s,rtl_limit_fraction
11056000,0.0,0.0
12064000,0.0239377,2.6597445e-05
13068000,0.025337398,2.8152666e-05
14088000,0.0072571523,8.063503e-06
15104000,0.039971005,4.441223e-05
16104000,0.019476019,2.164002e-05
17112000,0.012821514,1.4246127e-05
18132000,0.031349696,3.4832996e-05
19148000,0.023912169,2.656908e-05
20148000,0.010479957,1.1644397e-05
21152000,0.03310551,3.6783906e-05
22152000,0.049320888,5.480099e-05
23164000,0.006517729,7.241921e-06
24172000,0.013369406,1.4854896e-05
25172000,0.0076094964,8.4549965e-06
26192000,0.020119896,2.2355442e-05
27192000,0.01984518,2.20502e-05
28204000,0.024871938,2.7635488e-05
29204000,0.018806826,2.0896474e-05
30224000,0.01087852,1.2087245e-05
31224000,0.013865551,1.5406169e-05
32240000,0.027172878,3.0192088e-05
33256000,0.1753935,0.00019488168
34264000,0.4097886,0.0004553207
35288000,0.31966433,0.00035518262
36288000,0.33855042,0.00037616715
37308000,0.3678478,0.0004087198
38308000,0.3972064,0.00044134044
39312000,0.4331366,0.00048126292
40364000,0.4459225,0.0004954695
41384000,0.47079653,0.00052310724
42388000,0.4650941,0.0005167712
43388000,0.48605636,0.00054006267
44396000,0.5331219,0.00059235765
45412000,0.5374844,0.00059720495
46412000,0.52594566,0.00058438414
47432000,0.526535,0.0005850389
48484000,0.5113703,0.00056818925
49484000,0.5058909,0.000562101
50504000,0.5111791,0.0005679768
51552000,0.5196335,0.0005773706
52572000,0.5164513,0.00057383475
53588000,0.51602197,0.00057335774
54592000,0.5078137,0.0005642374
55620000,0.07678321,8.5314685e-05
56616000,0.042820603,4.757845e-05
57633000,0.03167262,3.5191802e-05
58644000,0.024054032,2.6726704e-05
