timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
2004000,156.47559,85.787056,0,86,9948,1024000,0,3,253
3008000,219.0293,77.45025,0,160,112,1024000,0,3,253
4008000,273.58496,71.46943,0,216,170,1024000,0,3,253
5008000,327.03516,67.73719,0,283,311,1024000,0,3,253
6008000,369.67383,63.43065,0,353,10781,1024000,0,3,253
7008000,437.68945,64.10214,0,421,130,1024000,0,3,253
8012000,495.4121,63.254864,0,497,250,1024000,0,3,253
9016000,552.9619,62.58057,0,567,530,1024000,0,3,253
10016000,596.93164,60.688454,0,645,15774,1024000,0,3,253
11016000,672.72266,62.082195,0,718,618,1024000,0,3,253
12016000,735.40137,62.13259,0,788,672,1024000,0,3,253
13016000,798.45215,62.204124,0,873,672,1024000,0,3,253
14016000,859.79785,62.142082,0,940,644,1024000,0,3,253
15020000,912.74023,61.505405,0,993,12424,1024000,0,3,253
16024000,986.1709,62.242546,0,1063,1045,1024000,0,3,253
17024000,1046.2764,62.11567,0,1128,963,1024000,0,3,253
18024000,1107.7969,62.082317,0,1199,938,1024000,0,3,253
19024000,1168.999,62.03561,0,1283,1018,1024000,0,3,253
20024000,1219.919,61.475456,0,1348,12060,1024000,0,3,253
21024000,1274.292,61.134712,0,1424,19465,1024000,0,3,253
22024000,1354.5615,62.010693,0,1486,936,1024000,0,3,253
23024000,1416.4268,62.004322,0,1559,1369,1024000,0,3,253
24024000,1477.5244,61.966297,0,1640,1005,1024000,0,3,253
25024000,1527.7754,61.494743,0,1699,12285,1024000,0,3,253
26024000,1600.1084,61.914116,0,1787,850,1024000,0,3,253
27024000,1661.1602,61.881992,0,1870,798,1024000,0,3,253
28024000,1721.1758,61.81496,0,1952,1174,1024000,0,3,253
29024000,1763.1592,61.127415,0,2019,20972,1024000,0,3,253
30024000,1843.0596,61.756454,0,2098,1061,1024000,0,3,253
31024000,1909.3408,61.903152,0,2176,880,1024000,0,3,253
32024000,1967.4238,61.783188,0,2262,10653,1024000,0,3,253
33024000,2021.8965,61.560604,0,2347,23409,1024000,0,3,253
34028000,2110.0615,62.33933,0,2412,1685,1024000,0,3,253
35028000,2176.1387,62.44659,0,2490,1972,1024000,0,3,253
36028000,2240.3008,62.494442,0,2558,1223,1024000,0,3,253
37048000,2300.2314,62.391003,0,2629,1733,1024000,0,3,253
38048000,2360.3008,62.329693,0,2716,2265,1024000,0,3,253
39048000,2421.1914,62.292667,0,2783,2450,1024000,0,3,253
40048000,2485.9727,62.35509,0,2849,2722,1024000,0,3,253
41048000,2550.3916,62.405586,0,2918,2514,1024000,0,3,253
42048000,2614.04,62.435276,0,2972,3240,1024000,0,3,253
43048000,2683.9346,62.609276,0,3030,2569,1024000,0,3,253
44048000,2751.6357,62.72535,0,3083,2552,1024000,0,3,253
45048000,2814.3223,62.724483,0,3125,2211,1024000,0,3,253
46048000,2877.1455,62.726643,0,3178,1864,1024000,0,3,253
47052000,2939.7979,62.7197,0,3226,2622,1024000,0,3,253
48052000,3004.2002,62.75485,0,3283,1703,1024000,0,3,253
49052000,3066.2012,62.73942,0,3347,2265,1024000,0,3,253
50052000,3129.1348,62.74332,0,3414,2439,1024000,0,3,253
51052000,3192.624,62.757984,0,3472,2701,1024000,0,3,253
52052000,3255.3467,62.7573,0,3521,2448,1024000,0,3,253
53052000,3318.0518,62.756313,0,3572,2348,1024000,0,3,253
54053000,3378.8535,62.71887,0,3635,2637,1024000,0,3,253
55053000,3443.621,62.756203,0,3702,3057,1024000,0,3,253
56056000,3503.3027,62.697807,0,3776,2980,1024000,0,3,253
57060000,3565.1934,62.67921,0,3854,3119,1024000,0,3,253
58060000,3626.1338,62.649166,0,3923,3406,1024000,0,3,253
59060000,3691.3564,62.692875,0,4002,3216,1024000,0,3,253
