timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
1000000,0,0.22410423,0.22410423,24.675455,0
2001000,0,-0.31946227,-0.31946227,24.675455,0
3004000,0,-0.29106805,-0.29106805,24.675455,0
4001000,0,-0.057698373,-0.057698373,24.675455,0
5005000,0,-0.1467426,-0.1467426,24.675455,0
6005000,0,0.60673743,0.60673743,24.675455,0
7000000,0,0.53043944,0.53043944,24.675455,0
8001000,0,0.15361252,0.15361252,24.675455,0
9001000,0,-0.13327993,-0.13327993,24.675455,0
10001000,0,-0.51933014,-0.51933014,24.675455,0
11000000,0,0.3817039,0.3817039,24.675455,0
12001000,0,-0.50216657,-0.50216657,24.675455,0
13000000,0,-0.046994135,-0.046994135,24.675455,0
14000000,0,-0.21065024,-0.21065024,24.675455,0
15004000,0,0.1947154,0.1947154,24.675455,0
16001000,0,-0.43893075,-0.43893075,24.675455,0
17000000,0,0.3780374,0.3780374,24.675455,0
18001000,0,0.23124698,0.23124698,24.675455,0
19002000,0,0.40583965,0.40583965,24.675455,0
20005000,0,-0.29356155,-0.29356155,24.675455,0
21004000,0,-0.066551924,-0.066551924,24.675455,0
22000000,0,-0.3103301,-0.3103301,24.675455,0
23002000,0,-0.2109901,-0.2109901,24.674421,0
24006000,0,0.15910946,0.15910946,24.672457,0
25005000,0,-0.4287513,-0.4287513,24.671656,0
26001000,0,-0.5899057,-0.5899057,24.670992,0
27005000,0,-0.35797587,-0.35797587,24.671114,0
28001000,0,-0.41146153,-0.41146153,24.670786,0
29005000,0,-0.40536964,-0.40536964,24.670609,0
30005000,0,-0.42143068,-0.42143068,24.670366,0
31000000,0,-0.5300706,-0.5300706,24.670439,0
32006000,0,-0.553416,-0.553416,24.670563,0
33000000,0,-0.002853301,-0.002853301,24.670464,0
34000000,0,0.33343703,0.33343703,24.670202,0
35001000,0,0.61018527,0.61018527,24.670124,0
36004000,0,-0.3664875,-0.3664875,24.669865,0
37001000,0,0.22249143,0.22249143,24.670206,0
38000000,0,-0.3309146,-0.3309146,24.67037,0
39000000,0,-0.22104932,-0.22104932,24.670416,0
40004000,0,0.15305619,0.15305619,24.670599,0
41000000,0,-0.02307692,-0.02307692,24.670794,0
42006000,0,0.10815434,0.10815434,24.670797,0
43005000,0,-0.5207135,-0.5207135,24.670326,0
44001000,0,-0.08284421,-0.08284421,24.670088,0
45002000,0,0.48924273,0.48924273,24.669987,0
46002000,0,-0.49294415,-0.49294415,24.66996,0
47002000,0,-0.3946589,-0.3946589,24.669933,0
48001000,0,0.16860919,0.16860919,24.673286,0
49001000,0,-0.227292,-0.227292,24.675467,0
50000000,0,0.45304018,0.45304018,24.675457,0
51001000,0,-0.18296957,-0.18296957,24.675497,0
52005000,0,-0.31667218,-0.31667218,24.675497,0
53001000,0,0.086997025,0.086997025,24.675497,0
