timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
458000,1310988,1310988,1310996,1311004,0,0.0030288023,0.001515304,0.0015136328,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
468000,1310988,1310988,1310996,1311004,0,0.0030329,0.0015172649,0.0015157566,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
664000,1310988,1310988,1310996,1311004,0,0.003065837,0.0015330899,0.0015328815,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
864000,1310988,1310988,1310996,1311004,0,0.0024445027,0.0012223338,0.0012223338,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1069000,1310988,1310988,1310996,1311004,0,0.002990101,0.0014951805,0.0014951464,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1269000,1310988,1310988,1310996,1311004,0,0.0030593139,0.0015295102,0.0015298013,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1474000,1310988,1310988,1310996,1311004,0,0.003069357,0.0015347399,0.0015345878,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1674000,1310988,1310988,1310996,1311004,0,0.0030704283,0.001535265,0.0015351669,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1869000,1310988,1310988,1310996,1311004,0,0.003070637,0.001535297,0.0015353393,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2064000,1310988,1310988,1310996,1311004,0,0.003070746,0.0015352634,0.0015355212,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2270000,1310988,1310988,1310996,1311004,0,0.0030706765,0.0015353946,0.0015353699,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2468000,1310988,1310988,1310996,1311004,0,0.003070825,0.0015353177,0.0015354104,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2672000,1310988,1310988,1310996,1311004,0,0.0030706574,0.0015353633,0.0015353982,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2869000,1310988,1310988,1310996,1311004,0,0.0030705929,0.0015352087,0.0015352534,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
3061000,1310988,1310988,1310996,1311004,0,0.003070755,0.0015351578,0.0015354306,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
3274000,1310988,1310988,1310996,1311004,0,0.003070665,0.0015352304,0.0015353677,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
3470000,1310988,1310988,1310996,1311004,0,0.003070636,0.0015353704,0.0015353754,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
3668000,1310988,1310988,1310996,1311004,0,0.0030706623,0.0015353791,0.0015351906,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
3865000,1310988,1310988,1310996,1311004,0,0.0030707128,0.0015353671,0.0015352893,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
