timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
962000,962000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
1962000,1962000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
2968000,2968000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
3963000,3963000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
4968000,4968000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
5968000,5968000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
6968000,6968000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
7969000,7969000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
8970000,8970000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
9964000,9964000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
10966000,10966000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
11964000,11964000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
12967000,12967000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
13967000,13967000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
14969000,14969000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
15960000,15960000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
16972000,16972000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
17964000,17964000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
18976000,18976000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
19963000,19963000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
20968000,20968000,1310996,0.0,0.0,-9.80168,24.675455,0,0,0,0,1
21963000,21963000,1310996,0.007816121,-0.002617904,-10.727169,24.67546,0,0,0,0,1
22964000,22964000,1310996,-3.1789649e-09,1.4581076e-05,-9.095062,24.675411,0,0,0,0,1
23963000,23963000,1310996,0.00011827565,4.3440967e-05,-9.496221,24.67334,0,0,0,0,1
24963000,24963000,1310996,5.642053e-05,-0.00021833689,-9.737812,24.672272,0,0,0,0,1
25966000,25966000,1310996,-0.00010638644,-8.522683e-06,-9.737123,24.671398,0,0,0,0,1
26960000,26960000,1310996,-1.461541e-05,1.5978666e-06,-10.087588,24.671173,0,0,0,0,1
27952000,27952000,1310996,6.773928e-05,5.622093e-05,-9.675642,24.670946,0,0,0,0,1
28923000,28923000,1310996,9.149994e-08,2.0720795e-06,-9.767696,24.670794,0,0,0,0,1
29959000,29959000,1310996,-1.6866046e-05,-9.177742e-05,-9.715098,24.670555,0,0,0,0,1
30968000,30968000,1310996,-1.4235203e-05,-9.268011e-05,-9.790514,24.670656,0,0,0,0,1
31968000,31968000,1310996,5.4622324e-06,1.3435193e-05,-9.732036,24.670765,0,0,0,0,1
32955000,32955000,1310996,-0.00088662026,-1.7013095e-06,-9.837473,24.670807,0,0,0,0,1
33968000,33968000,1310996,-0.0017020368,9.020314e-06,-9.778636,24.670727,0,0,0,0,1
34963000,34963000,1310996,-0.0017108794,2.905728e-05,-9.819302,24.670662,0,0,0,0,1
35962000,35962000,1310996,-0.0017724144,1.5986474e-05,-9.763441,24.670507,0,0,0,0,1
36956000,36956000,1310996,-0.0017510178,1.0700362e-05,-9.809941,24.670547,0,0,0,0,1
37967000,37967000,1310996,-0.0016505135,1.7732973e-05,-9.784087,24.670624,0,0,0,0,1
38963000,38963000,1310996,-0.001693946,-2.8449378e-07,-9.769533,24.67068,0,0,0,0,1
39966000,39966000,1310996,-0.0015526516,-3.910542e-05,-9.774871,24.670792,0,0,0,0,1
40972000,40972000,1310996,-0.0017966694,-3.8400627e-05,-9.787931,24.670956,0,0,0,0,1
41968000,41968000,1310996,-0.0016053915,-8.368878e-05,-9.833628,24.671068,0,0,0,0,1
42971000,42971000,1310996,-0.0015721484,-5.1156803e-05,-9.787938,24.670961,0,0,0,0,1
43962000,43962000,1310996,-0.0014607582,-1.4632684e-05,-9.792691,24.670841,0,0,0,0,1
44958000,44958000,1310996,-0.0014169625,-6.8545427e-07,-9.778905,24.670742,0,0,0,0,1
45967000,45967000,1310996,-0.0018050971,9.9373065e-06,-9.818097,24.670658,0,0,0,0,1
46956000,46956000,1310996,-0.0020444805,1.6764932e-05,-9.800447,24.670572,0,0,0,0,1
47960000,47960000,1310996,-0.00047420914,1.792906e-05,-7.763864,24.67084,0,0,0,0,1
48963000,48963000,1310996,2.2420956e-05,3.4822697e-06,-9.683471,24.675085,0,0,0,0,1
49964000,49964000,1310996,0.054078642,-0.041581146,-10.191245,24.675457,0,0,0,0,1
50960000,50960000,1310996,0.0062530795,-0.005717033,-9.829307,24.675491,0,0,0,0,1
51968000,51968000,1310996,0.0008003235,-0.00073274074,-9.801715,24.675495,0,0,0,0,1
52970000,52970000,1310996,0.00010398359,-9.533536e-05,-9.801681,24.675495,0,0,0,0,1
