timestamp,accel_device_id,gyro_device_id
44000,1310988,1310988
580000,1310988,1310988
3292000,1310996,1310996
11576000,1310988,1310988
12075000,1311004,1311004
18489000,1310988,1310988
18497000,1310996,1310996
18505000,1310988,1310988
23494000,1310988,1310988
23735000,1310996,1310996
23938000,1310988,1310988
26822000,1310996,1310996
26830000,1311004,1311004
30855000,1310988,1310988
32362000,1311004,1311004
32530000,1310996,1310996
36067000,1310988,1310988
37579000,1310996,1310996
37595000,1311004,1311004
39011000,1310996,1310996
42616000,1310996,1310996
47180000,1311004,1311004
49688000,1310996,1310996
49696000,1311004,1311004
51088000,1310996,1310996
54032000,1310988,1310988
54570000,1310996,1310996
