timestamp,speed_xy,speed_up,speed_down,want_takeoff
11063000,5.0,3.0,1.0,0
11083000,5.0,3.0,1.0,0
12080000,5.0,3.0,1.0,0
13079000,5.0,3.0,1.0,0
14076000,5.0,3.0,1.0,0
15077000,5.0,3.0,1.0,0
16085000,5.0,3.0,1.0,0
17077000,5.0,3.0,1.0,0
18073000,5.0,3.0,1.0,0
19069000,5.0,3.0,1.0,0
20073000,5.0,3.0,1.0,0
21078000,5.0,3.0,1.0,0
22073000,5.0,3.0,1.0,0
22853000,5.0,3.0,1.0,0
49696000,5.0,3.0,1.0,0
49700000,5.0,3.0,1.0,0
50680000,5.0,3.0,1.0,0
51700000,5.0,3.0,1.0,0
52676000,5.0,3.0,1.0,0
53693000,5.0,3.0,1.0,0
