timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
476000,1310988,1310988,1310996,1311004,0,0.003037116,0.0015185924,0.0015185924,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
481000,1310988,1310988,1310996,1311004,0,0.003038754,0.0015194335,0.0015194335,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
672000,1310988,1310988,1310996,1311004,0,0.00306657,0.0015333614,0.0015333614,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
872000,1310988,1310988,1310996,1311004,0,0.00256071,0.0012803978,0.0012804085,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1072000,1310988,1310988,1310996,1311004,0,0.0030173725,0.0015086854,0.0015086656,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1276000,1310988,1310988,1310996,1311004,0,0.0030652494,0.0015325984,0.0015326532,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1476000,1310988,1310988,1310996,1311004,0,0.0030700616,0.0015350956,0.001535111,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1677000,1310988,1310988,1310996,1311004,0,0.0030706692,0.001535295,0.0015354163,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1876000,1310988,1310988,1310996,1311004,0,0.0030708401,0.0015353693,0.0015353827,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2071000,1310988,1310988,1310996,1311004,0,0.0030706811,0.001535399,0.0015353156,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2269000,1310988,1310988,1310996,1311004,0,0.0030707608,0.0015353882,0.0015353496,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2476000,1310988,1310988,1310996,1311004,0,0.0030706641,0.0015353682,0.0015353637,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2681000,1310988,1310988,1310996,1311004,0,0.003070734,0.0015353473,0.001535372,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2876000,1310988,1310988,1310996,1311004,0,0.003070648,0.0015353994,0.0015354024,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
3077000,1310988,1310988,1310996,1311004,0,0.003070598,0.0015353411,0.0015353959,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
3277000,1310988,1310988,1310996,1311004,0,0.0030706981,0.0015355016,0.001535365,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
3480000,1310988,1310988,1310996,1311004,0,0.0030707796,0.0015354174,0.0015354101,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
3676000,1310988,1310988,1310996,1311004,0,0.0030707102,0.0015353686,0.001535326,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
3876000,1310988,1310988,1310996,1311004,0,0.0030707566,0.0015353741,0.0015353404,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
4076000,1310988,1310988,1310996,1311004,0,0.0030707389,0.0015354007,0.001535371,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
4284000,1310988,1310988,1310996,1311004,0,0.0030707838,0.0015353372,0.0015354871,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
4476000,1310988,1310988,1310996,1311004,0,0.0030707584,0.0015351967,0.0015350948,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
4676000,1310988,1310988,1310996,1311004,0,0.0030709829,0.0015351903,0.0015352288,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
4876000,1310988,1310988,1310996,1311004,0,0.003070835,0.0015350668,0.0015353003,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
5072000,1310988,1310988,1310996,1311004,0,0.0030709072,0.0015352198,0.0015353098,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
5276000,1310988,1310988,1310996,1311004,0,0.0030709123,0.0015352018,0.0015352804,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
5472000,1310988,1310988,1310996,1311004,0,0.0030709,0.0015352081,0.0015351028,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
5672000,1310988,1310988,1310996,1311004,0,0.003070861,0.0015352159,0.0015351332,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
5880000,1310988,1310988,1310996,1311004,0,0.003070988,0.0015352356,0.001534822,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
6072000,1310988,1310988,1310996,1311004,0,0.003071031,0.0015352482,0.0015352077,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
6276000,1310988,1310988,1310996,1311004,0,0.0030709368,0.0015350614,0.0015351871,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
6477000,1310988,1310988,1310996,1311004,0,0.003070785,0.0015352174,0.0015353523,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
6676000,1310988,1310988,1310996,1311004,0,0.0030707256,0.0015354115,0.0015353868,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
6872000,1310988,1310988,1310996,1311004,0,0.003070699,0.0015353716,0.0015354318,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
7072000,1310988,1310988,1310996,1311004,0,0.0030708008,0.0015354318,0.0015354126,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
7277000,1310988,1310988,1310996,1311004,0,0.003070642,0.0015353939,0.0015352555,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
7476000,1310988,1310988,1310996,1311004,0,0.0030706872,0.0015353928,0.0015353966,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
7669000,1310988,1310988,1310996,1311004,0,0.0030708,0.0015354123,0.0015353867,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
7876000,1310988,1310988,1310996,1311004,0,0.003070617,0.0015353775,0.0015353077,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
8072000,1310988,1310988,1310996,1311004,0,0.0030707088,0.0015354402,0.0015353882,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
8276000,1310988,1310988,1310996,1311004,0,0.003070657,0.001535384,0.0015353898,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
8476000,1310988,1310988,1310996,1311004,0,0.0030706283,0.001535382,0.0015354152,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
8676000,1310988,1310988,1310996,1311004,0,0.003070712,0.0015353764,0.0015354388,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
8873000,1310988,1310988,1310996,1311004,0,0.003070705,0.0015353877,0.001535392,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
9081000,1310988,1310988,1310996,1311004,0,0.003070681,0.0015353727,0.0015353385,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
9276000,1310988,1310988,1310996,1311004,0,0.0030707007,0.0015354105,0.0015353636,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
9476000,1310988,1310988,1310996,1311004,0,0.0030706862,0.0015354141,0.0015354098,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
9676000,1310988,1310988,1310996,1311004,0,0.0030708734,0.0015353623,0.0015354202,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
9872000,1310988,1310988,1310996,1311004,0,0.0030706718,0.0015354252,0.0015353875,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
10076000,1310988,1310988,1310996,1311004,0,0.0030707149,0.0015354163,0.001535407,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
10276000,1310988,1310988,1310996,1311004,0,0.0030707736,0.0015353874,0.0015353389,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
10472000,1310988,1310988,1310996,1311004,0,0.0030707307,0.0015353945,0.0015354069,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
10672000,1310988,1310988,1310996,1311004,0,0.0030707526,0.0015354132,0.0015354141,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
10876000,1310988,1310988,1310996,1311004,0,0.0030707356,0.0015354962,0.00153537,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
11076000,1310988,1310988,1310996,1311004,0,0.0030707687,0.0015353899,0.0015354502,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
11276000,1310988,1310988,1310996,1311004,0,0.0030706944,0.0015354382,0.0015352464,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
11476000,1310988,1310988,1310996,1311004,0,0.0030707247,0.0015354034,0.0015354311,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
11676000,1310988,1310988,1310996,1311004,0,0.0030707382,0.0015354141,0.0015354167,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
11876000,1310988,1310988,1310996,1311004,0,0.0030708392,0.0015353555,0.0015354552,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
