timestamp,tilt_limit,takeoff_state
712000,0.0,1
11056000,0.0024,1
11064000,0.004,1
12056000,0.20239998,1
12100000,0.20943952,1
14108000,0.20943952,2
15116000,0.20943952,3
16128000,0.20943952,4
19128000,0.21103951,5
19136000,0.21263951,5
20124000,0.4102397,5
21120000,0.6094402,5
22000000,0.7853982,5
45256000,0.78379816,3
45264000,0.78219813,3
46256000,0.58379745,3
47252000,0.38459706,3
48137000,0.20943952,1
