timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
512000,inf,0,1,1,1,0,0,1,1,0,1
1512000,inf,0,1,1,1,0,0,1,0,0,1
2516000,inf,0,1,1,1,0,0,1,0,0,1
3516000,inf,0,1,1,1,0,0,1,0,0,1
4519000,inf,0,1,1,1,0,0,1,0,0,1
5532000,inf,0,1,1,1,0,0,1,0,0,1
6532000,inf,0,1,1,1,0,0,1,0,0,1
7536000,inf,0,1,1,1,0,0,1,0,0,1
8536000,inf,0,1,1,1,0,0,1,0,0,1
9536000,inf,0,1,1,1,0,0,1,0,0,1
10536000,inf,0,1,1,1,0,0,1,0,0,1
11084000,inf,0,1,1,1,1,1,1,0,0,1
12088000,inf,0,1,1,1,1,1,1,0,0,1
13093000,inf,0,1,1,1,1,1,1,0,0,1
14100000,inf,0,1,1,1,1,1,1,0,0,1
14233000,inf,0,1,1,1,0,0,1,0,0,1
15233000,inf,0,1,1,1,0,0,1,0,0,1
16128000,inf,0,1,1,1,1,0,1,0,0,1
16849000,inf,0,1,0,0,1,0,1,0,0,1
16861000,inf,0,0,0,0,1,0,1,0,0,1
17864000,inf,0,0,0,0,1,0,0,0,0,1
18864000,inf,0,0,0,0,1,0,0,0,0,1
19865000,inf,0,0,0,0,1,0,0,0,0,1
20876000,inf,0,0,0,0,1,0,0,0,0,1
21856000,inf,0,0,0,0,0,0,0,0,0,1
22861000,inf,0,0,0,0,0,0,0,0,0,1
23872000,inf,0,0,0,0,0,0,0,0,0,1
24876000,inf,0,0,0,0,0,0,0,0,0,1
25880000,inf,0,0,0,0,0,0,0,0,0,1
26884000,inf,0,0,0,0,0,0,0,0,0,1
27888000,inf,0,0,0,0,0,0,0,0,0,1
28888000,inf,0,0,0,0,0,0,0,0,0,1
29892000,inf,0,0,0,0,0,0,0,0,0,1
30896000,inf,0,0,0,0,0,0,0,0,0,1
31896000,inf,0,0,0,0,0,0,0,0,0,1
32908000,inf,0,0,0,0,0,0,0,0,0,1
33908000,inf,0,0,0,0,0,0,0,0,0,1
34908000,inf,0,0,0,0,0,0,0,0,0,1
35916000,inf,0,0,0,0,0,0,0,0,0,1
36916000,inf,0,0,0,0,0,0,0,0,0,1
37916000,inf,0,0,0,0,0,0,0,0,0,1
38916000,inf,0,0,0,0,0,0,0,0,0,1
39916000,inf,0,0,0,0,0,0,0,0,0,1
40921000,inf,0,0,0,0,0,0,0,0,0,1
41921000,inf,0,0,0,0,0,0,0,0,0,1
42688000,inf,0,0,0,0,1,1,0,1,0,1
43696000,inf,0,0,0,0,1,1,0,1,0,1
44548000,inf,0,1,0,0,1,1,1,0,0,1
44904000,inf,0,1,1,0,1,1,1,0,0,1
45248000,inf,0,1,1,1,1,1,1,0,0,1
46256000,inf,0,1,1,1,1,1,1,0,0,1
47261000,inf,0,1,1,1,1,1,1,0,0,1
