timestamp,mag_inconsistency_angle
504000,0.0
1004000,0.0
1500000,0.0
2000000,0.0
2500000,0.0
2996000,0.0
3500000,0.0
3992000,0.0
4503000,0.0
5000000,0.0
5503000,0.0
6004000,0.0
6502000,0.0
7003000,0.0
7504000,0.0
8000000,0.0
8500000,0.0
9000000,0.0
9504000,0.0
10004000,0.0
10500000,0.0
11000000,0.0
11500000,0.0
12000000,0.0
12500000,0.0
13000000,0.0
13504000,0.0
14003000,0.0
14495000,0.0
15000000,0.0
15504000,0.0
16002000,0.0
16496000,0.0
17004000,0.0
17486000,0.0
44268000,0.0
44275000,0.0
44767000,1.7999021e-09
