timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
511000,inf,0,1,1,1,0,0,1,1,0,1
1512000,inf,0,1,1,1,0,0,1,0,0,1
2519000,inf,0,1,1,1,0,0,1,0,0,1
3519000,inf,0,1,1,1,0,0,1,0,0,1
4520000,inf,0,1,1,1,0,0,1,0,0,1
5528000,inf,0,1,1,1,0,0,1,0,0,1
6539000,inf,0,1,1,1,0,0,1,0,0,1
7544000,inf,0,1,1,1,0,0,1,0,0,1
8547000,inf,0,1,1,1,0,0,1,0,0,1
9552000,inf,0,1,1,1,0,0,1,0,0,1
10552000,inf,0,1,1,1,0,0,1,0,0,1
11100000,inf,0,1,1,1,1,1,1,0,0,1
12104000,inf,0,1,1,1,1,1,1,0,0,1
13104000,inf,0,1,1,1,1,1,1,0,0,1
14108000,inf,0,1,1,1,1,1,1,0,0,1
15109000,inf,0,1,1,1,1,1,1,0,0,1
16120000,inf,0,1,1,1,1,1,1,0,0,1
17127000,inf,0,1,1,1,1,1,1,0,0,1
17603000,inf,0,1,1,1,0,0,1,0,0,1
18603000,inf,0,1,1,1,0,0,1,0,0,1
19291000,inf,0,1,1,1,1,0,1,0,0,1
20015000,inf,0,1,0,0,1,0,1,0,0,1
20024000,inf,0,0,0,0,1,0,1,0,0,1
21031000,inf,0,0,0,0,1,0,0,0,0,1
22036000,inf,0,0,0,0,1,0,0,0,0,1
23039000,inf,0,0,0,0,1,0,0,0,0,1
24043000,inf,0,0,0,0,1,0,0,0,0,1
25023000,inf,0,0,0,0,0,0,0,0,0,1
26024000,inf,0,0,0,0,0,0,0,0,0,1
27027000,inf,0,0,0,0,0,0,0,0,0,1
28027000,inf,0,0,0,0,0,0,0,0,0,1
29027000,inf,0,0,0,0,0,0,0,0,0,1
30035000,inf,0,0,0,0,0,0,0,0,0,1
31043000,inf,0,0,0,0,0,0,0,0,0,1
32043000,inf,0,0,0,0,0,0,0,0,0,1
33052000,inf,0,0,0,0,0,0,0,0,0,1
34059000,inf,0,0,0,0,0,0,0,0,0,1
35059000,inf,0,0,0,0,0,0,0,0,0,1
36065000,inf,0,0,0,0,0,0,0,0,0,1
37071000,inf,0,0,0,0,0,0,0,0,0,1
38075000,inf,0,0,0,0,0,0,0,0,0,1
39084000,inf,0,0,0,0,0,0,0,0,0,1
40060000,inf,0,0,0,0,1,1,0,1,0,1
41063000,inf,0,0,0,0,1,1,1,1,0,1
41544000,inf,0,1,0,0,1,1,1,0,0,1
41915000,inf,0,1,1,0,1,1,1,0,0,1
42251000,inf,0,1,1,1,1,1,1,0,0,1
43259000,inf,0,1,1,1,1,1,1,0,0,1
44260000,inf,0,1,1,1,1,1,1,0,0,1
