timestamp,rtl_time_s,rtl_limit_fraction
11063000,0.0,0.0
12072000,0.066820376,7.424487e-05
13080000,0.09363246,0.00010403607
14088000,0.030122653,3.3469616e-05
15096000,0.084280394,9.3644885e-05
16108000,0.14369693,0.00015966328
17116000,0.109901205,0.00012211245
18152000,0.080738515,8.9709465e-05
19172000,0.16409826,0.00018233141
20199000,0.008896295,9.884772e-06
21219000,0.059232198,6.5813554e-05
22228000,0.5347616,0.00059417955
23240000,0.72908896,0.0008100989
24246000,0.90967256,0.0010107473
25263000,0.8258417,0.000917602
26271000,0.8169197,0.0009076886
27275000,0.8298569,0.00092206325
28284000,0.9030921,0.0010034357
29295000,0.9150696,0.0010167441
30324000,1.0204134,0.0011337927
31335000,1.0666494,0.0011851661
32351000,1.0849617,0.001205513
33359000,1.0471063,0.0011634515
34376000,1.0494328,0.0011660365
35391000,1.0249683,0.0011388536
36403000,1.0808834,0.0012009816
37404000,1.0058248,0.0011175831
38428000,0.9575365,0.0010639295
39448000,0.9523298,0.0010581443
40451000,0.42510787,0.0004723421
41464000,0.20597436,0.0002288604
42508000,0.11666952,0.00012963281
43528000,0.10542922,0.00011714358
44556000,0.08189416,9.099351e-05
