timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
1005000,0,-0.24355365,-0.24355365,25.0,0
2001000,0,-0.1363749,-0.1363749,25.0,0
3001000,0,-0.019455908,-0.019455908,25.0,0
4001000,0,-0.12602456,-0.12602456,25.0,0
5000000,0,0.24798794,0.24798794,25.0,0
6001000,0,0.098325625,0.098325625,25.0,0
7001000,0,0.24103306,0.24103306,25.0,0
8005000,0,-0.08601109,-0.08601109,25.0,0
9005000,0,0.07860359,0.07860359,25.0,0
10001000,0,-0.032436438,-0.032436438,25.0,0
11001000,0,0.2924618,0.2924618,25.0,0
12005000,0,0.06322181,0.06322181,25.0,0
13000000,0,0.23514248,0.23514248,25.0,0
14001000,0,-0.21870641,-0.21870641,25.0,0
15005000,0,0.042439725,0.042439725,25.0,0
16005000,0,-0.16754146,-0.16754146,25.0,0
17013000,0,-0.10507612,-0.10507612,25.0,0
18001000,0,-0.13439353,-0.13439353,25.0,0
19001000,0,-0.040970445,-0.040970445,25.0,0
20001000,0,-0.24741304,-0.24741304,25.0,0
21001000,0,-0.2946653,-0.2946653,25.0,0
22001000,0,0.2951646,0.2951646,25.0,0
23001000,0,-0.2086911,-0.2086911,25.0,0
24001000,0,-0.091557726,-0.091557726,25.0,0
25001000,0,-0.049846664,-0.049846664,25.0,0
26004000,0,-0.20351502,-0.20351502,25.0,0
27005000,0,0.22162853,0.22162853,25.0,0
28005000,0,0.07051879,0.07051879,25.0,0
29001000,0,0.101788595,0.101788595,25.0,0
30000000,0,0.089105554,0.089105554,25.0,0
31005000,0,0.19973046,0.19973046,25.0,0
32001000,0,0.2509072,0.2509072,25.0,0
33001000,0,0.17695037,0.17695037,25.0,0
34005000,0,-0.019989192,-0.019989192,25.0,0
35005000,0,-0.08477567,-0.08477567,25.0,0
36005000,0,0.06330303,0.06330303,25.0,0
37001000,0,0.11716327,0.11716327,25.0,0
38001000,0,0.120237514,0.120237514,25.0,0
39001000,0,0.24001542,0.24001542,25.0,0
40004000,0,0.33596224,0.33596224,25.0,0
41001000,0,-0.06592766,-0.06592766,25.0,0
42001000,0,-0.19539641,-0.19539641,25.0,0
43001000,0,0.018347843,0.018347843,25.0,0
44004000,0,0.02709248,0.02709248,25.0,0
45005000,0,-0.12693262,-0.12693262,25.0,0
46005000,0,-0.25320247,-0.25320247,25.0,0
47004000,0,0.27923065,0.27923065,25.0,0
48005000,0,0.17444035,0.17444035,25.0,0
49001000,0,0.07306908,0.07306908,25.0,0
50001000,0,-0.12457702,-0.12457702,25.0,0
51005000,0,-0.24116158,-0.24116158,25.0,0
52000000,0,-0.19668424,-0.19668424,25.0,0
53001000,0,-0.09328244,-0.09328244,25.0,0
54001000,0,0.12285777,0.12285777,25.0,0
