timestamp,accel_device_id,gyro_device_id
45000,1310988,1310988
584000,1310988,1310988
6169000,1310996,1310996
6224000,1310988,1310988
6261000,1310996,1310996
6345000,1311004,1311004
6369000,1310988,1310988
6385000,1311004,1311004
6409000,1310988,1310988
6425000,1310988,1310988
6456000,1310988,1310988
6472000,1310996,1310996
6493000,1310988,1310988
6541000,1310996,1310996
6553000,1310988,1310988
6577000,1310996,1310996
6601000,1310988,1310988
6617000,1310996,1310996
10201000,1310988,1310988
10321000,1311004,1311004
10412000,1310988,1310988
10525000,1311004,1311004
10525000,1310996,1310996
10537000,1310988,1310988
10740000,1310996,1310996
11361000,1311004,1311004
13565000,1310996,1310996
17020000,1310988,1310988
18620000,1310988,1310988
20157000,1311004,1311004
20264000,1310996,1310996
20369000,1310988,1310988
22693000,1311004,1311004
22768000,1310988,1310988
22813000,1311004,1311004
22833000,1310996,1310996
22877000,1311004,1311004
33509000,1310996,1310996
33589000,1311004,1311004
37841000,1310988,1310988
43197000,1311004,1311004
45109000,1310988,1310988
45132000,1310988,1310988
45149000,1311004,1311004
47041000,1310996,1310996
47429000,1311004,1311004
47737000,1310996,1310996
47797000,1311004,1311004
51085000,1311004,1311004
51265000,1310988,1310988
51617000,1310996,1310996
51996000,1310988,1310988
52053000,1311004,1311004
53189000,1310996,1310996
53357000,1310988,1310988
53689000,1310988,1310988
53709000,1310996,1310996
53824000,1311004,1311004
