timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
34877671,1,0,1,0,0,0,0,0
35383652,1,0,1,0,0,0,0,0
35889645,1,0,1,0,0,0,0,0
36395646,1,0,1,0,0,0,0,0
36901633,1,0,1,0,0,0,0,0
37407646,1,0,1,0,0,0,0,0
37869676,1,0,1,0,0,0,0,0
37880666,1,0,1,0,0,0,0,0
38386653,1,0,1,0,0,0,0,0
38892665,1,0,1,0,0,0,0,0
38903653,1,0,1,0,0,0,0,0
39410632,1,0,1,0,0,0,0,0
39916632,1,0,1,0,0,0,0,0
40422670,1,0,1,0,0,0,0,0
40928634,1,0,1,0,0,0,0,0
41434648,1,0,1,0,0,0,0,0
41940653,1,0,1,0,0,0,0,0
42446632,1,0,1,0,0,0,0,0
42952647,1,0,1,0,0,0,0,0
43458658,1,0,1,0,0,0,0,0
43898700,1,0,1,0,0,0,0,0
43909646,1,0,1,0,0,0,0,0
43920771,1,0,1,0,0,0,0,0
44426635,1,0,1,0,0,0,0,0
44932665,1,0,1,0,0,0,0,0
45438664,1,0,1,0,0,0,0,0
45944632,1,0,1,0,0,0,0,0
46450629,1,0,1,0,0,0,0,0
46923684,1,0,1,0,0,0,0,0
46934674,1,0,1,0,0,0,0,0
47440634,1,0,1,0,0,0,0,0
47946646,1,0,1,0,0,0,0,0
48452850,1,0,1,0,0,0,0,0
48958632,1,0,1,0,0,0,0,0
49464631,1,0,1,0,0,0,0,0
49970689,1,0,1,0,0,0,0,0
50476637,1,0,1,0,0,0,0,0
50982655,1,0,1,0,0,0,0,0
51488636,1,0,1,0,0,0,0,0
51939744,1,0,1,0,0,0,0,0
52445635,1,0,1,0,0,0,0,0
52951631,1,0,1,0,0,0,0,0
53457646,1,0,1,0,0,0,0,0
53963719,1,0,1,0,0,0,0,0
54469632,1,0,1,0,0,0,0,0
54975655,1,0,1,0,0,0,0,0
55481639,1,0,1,0,0,0,0,0
55987649,1,0,1,0,0,0,0,0
56493646,1,0,1,0,0,0,0,0
56548703,0,0,1,0,0,0,0,0
56957742,0,0,1,0,0,0,0,0
57454079,0,0,1,0,0,0,0,0
