timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
33958880,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,8,0,255,0,0,1
34669253,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,8,0,255,0,0,1
34789219,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,8,0,255,0,0,1
34872578,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,8,0,255,0,0,1
37868002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,8,0,255,0,0,1
37875598,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,8,0,255,0,0,1
38887325,-1.5,0.0,2.0,3.0,0.0054115853,0.028870186,666.0,183,8,0,255,0,0,1
43895450,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,8,0,255,0,0,1
43904807,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,8,0,255,0,0,1
46919643,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,8,0,255,0,0,1
46931429,0.0,0.0,2.0,9.0,11.0,4.0,666.0,183,8,0,255,0,0,1
51928871,0.0,0.0,2.0,9.0,0.0,0.0,777.0,183,8,0,255,0,0,1
51932590,5.520061677088961e-06,-4.536246706265956e-06,0.0,0.0,0.0,0.0,0.0,21,8,0,255,0,0,1
51936317,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,8,0,255,0,0,1
56947125,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,8,0,255,0,0,1
56951134,0.0,0.0,0.0,21196.0,0.0,0.0,0.0,400,8,0,255,0,0,1
57447002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,8,0,255,0,0,1
