timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
34958788,5.1866636,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
34968796,5.185757,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
35458806,5.206,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
35958788,5.208618,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
36458789,5.2114377,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
36958794,5.2046905,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
37458792,5.203784,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
37958789,5.1874695,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
38458789,5.200259,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
38958790,5.191498,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
39458792,5.189383,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
39958791,5.205899,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
40458792,5.212546,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
40958793,5.2046905,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
41458792,5.2063017,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
41958791,5.2084165,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
42458788,5.2011657,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
42958793,5.1999574,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
43458792,5.1919007,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
43958788,5.21174,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
44458791,5.199051,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
44958787,5.203079,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
45458793,5.2042875,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
45958790,5.2046905,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
46458788,5.210129,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
46958788,5.206201,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
47458792,5.1997557,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
47958788,5.191699,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
48458787,5.194922,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
48958794,5.1960297,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
49458792,5.2102294,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
49958790,5.2054963,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
50458816,5.202374,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
50958787,5.1876707,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
51458791,5.209021,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
51958789,5.2075105,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
52458789,5.2078123,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
52958795,5.1904907,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
53458792,5.2112365,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
53958789,5.219696,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
54458792,5.202777,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
54958788,5.20459,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
55458792,5.2042875,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
55958792,5.207007,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
56458802,5.207208,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
56958791,5.192102,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
57458791,5.1989503,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
