timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5517000,0.0,0.0,49.9463,0.0,0.0,0.0,0.0,1,0,0,0
11068000,40.15403013683978,116.25948600239772,49.93193,-0.0070230966,0.025700117,0.014369094,-0.0042373,1,1,1,0
19520000,40.1540297061805,116.25948553970176,49.88638,-0.054910224,-0.013623395,0.059920743,-0.0047977995,1,1,1,0
22442000,40.1540300966079,116.25948573695355,49.93174,-0.011496679,0.0031406009,0.014559612,-0.0040008756,1,1,1,0
46929000,40.1540300966079,116.25948573695355,49.93174,-0.011496679,0.0031406009,0.014559612,-0.0040178,1,1,1,0
53033000,40.15405855723226,116.25948689424219,49.922592,3.1531804,0.101495974,0.010384616,-0.0019929376,1,1,1,0
