timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
516000,inf,0,1,1,1,0,0,1,1,0,1
1522000,inf,0,1,1,1,0,0,1,0,0,1
2524000,inf,0,1,1,1,0,0,1,0,0,1
3531000,inf,0,1,1,1,0,0,1,0,0,1
4539000,inf,0,1,1,1,0,0,1,0,0,1
5543000,inf,0,1,1,1,0,0,1,0,0,1
6548000,inf,0,1,1,1,0,0,1,0,0,1
7548000,inf,0,1,1,1,0,0,1,0,0,1
8552000,inf,0,1,1,1,0,0,1,0,0,1
9552000,inf,0,1,1,1,0,0,1,0,0,1
10559000,inf,0,1,1,1,0,0,1,0,0,1
11103000,inf,0,1,1,1,1,1,1,0,0,1
12108000,inf,0,1,1,1,1,1,1,0,0,1
13112000,inf,0,1,1,1,1,1,1,0,0,1
14119000,inf,0,1,1,1,1,1,1,0,0,1
15123000,inf,0,1,1,1,1,1,1,0,0,1
16128000,inf,0,1,1,1,1,1,1,0,0,1
17132000,inf,0,1,1,1,1,1,1,0,0,1
18134000,inf,0,1,1,1,1,1,1,0,0,1
19136000,inf,0,1,1,1,1,1,1,0,0,1
19392000,inf,0,1,1,1,0,0,1,0,0,1
20398000,inf,0,1,1,1,0,0,1,0,0,1
21317000,inf,0,1,1,1,1,0,1,0,0,1
22056000,inf,0,1,0,0,1,0,1,0,0,1
22064000,inf,0,0,0,0,1,0,1,0,0,1
23064000,inf,0,0,0,0,1,0,0,0,0,1
24072000,inf,0,0,0,0,1,0,0,0,0,1
25072000,inf,0,0,0,0,1,0,0,0,0,1
26072000,inf,0,0,0,0,1,0,0,0,0,1
27062000,inf,0,0,0,0,0,0,0,0,0,1
28068000,inf,0,0,0,0,0,0,0,0,0,1
29068000,inf,0,0,0,0,0,0,0,0,0,1
30068000,inf,0,0,0,0,0,0,0,0,0,1
31074000,inf,0,0,0,0,0,0,0,0,0,1
32080000,inf,0,0,0,0,0,0,0,0,0,1
33081000,inf,0,0,0,0,0,0,0,0,0,1
34084000,inf,0,0,0,0,0,0,0,0,0,1
35091000,inf,0,0,0,0,0,0,0,0,0,1
36092000,inf,0,0,0,0,0,0,0,0,0,1
37092000,inf,0,0,0,0,0,0,0,0,0,1
38098000,inf,0,0,0,0,0,0,0,0,0,1
39104000,inf,0,0,0,0,0,0,0,0,0,1
40112000,inf,0,0,0,0,0,0,0,0,0,1
40919000,inf,0,0,0,0,1,1,0,1,0,1
41920000,inf,0,0,0,0,1,1,0,0,0,1
42492000,inf,0,1,0,0,1,1,1,0,0,1
42856000,inf,0,1,1,0,1,1,1,0,0,1
43196000,inf,0,1,1,1,1,1,1,0,0,1
44200000,inf,0,1,1,1,1,1,1,0,0,1
45204000,inf,0,1,1,1,1,1,1,0,0,1
