timestamp,main_state_changes,main_state
54036721,2,7
54545672,2,7
55051670,2,7
55557685,2,7
56063682,2,7
56569671,2,7
57042710,2,7
57548698,2,7
58054723,2,7
58560668,2,7
59066680,2,7
59573082,2,7
60078683,2,7
60584754,2,7
61090670,2,7
61596746,2,7
62102685,2,7
62608670,2,7
63059707,2,7
63070724,2,7
63576699,2,7
64082675,2,7
64588670,2,7
65094724,2,7
65600696,2,7
66106692,2,7
66612698,2,7
67118671,2,7
67624720,2,7
68075705,2,7
68086817,2,7
68592701,2,7
69098748,2,7
69604670,2,7
70110807,2,7
70616669,2,7
71122670,2,7
71628670,2,7
72134670,2,7
72640671,2,7
73146671,2,7
73652698,2,7
74158825,2,7
74664716,2,7
75170668,2,7
75676733,2,7
76182669,2,7
76688790,2,7
77194669,2,7
77700832,2,7
78096768,3,11
78107696,3,11
78613671,3,11
79119697,3,11
79625670,3,11
80131685,3,11
80637675,3,11
81143673,3,11
81649683,3,11
82155686,3,11
82661687,3,11
82727727,3,11
83113896,3,11
83610708,3,11
