timestamp,load,ram_usage
88882804,0.2974264,0.27887857
89382799,0.44280446,0.34179068
89882802,0.3853097,0.34179068
90382807,0.36481416,0.34044233
90882804,0.35725927,0.34044233
91382807,0.3534087,0.34044233
91882801,0.35032272,0.34044233
92382801,0.354038,0.34044233
92882804,0.3495853,0.33702213
93382803,0.3543707,0.33702213
93882804,0.3492633,0.33702213
94382800,0.3500287,0.33702213
94882804,0.3497926,0.33702213
95382803,0.35364544,0.33702213
95882804,0.35758388,0.33702213
96382800,0.35392612,0.33702213
96882804,0.34953463,0.33702213
97382800,0.3518054,0.33702213
97882800,0.34787,0.33702213
98382799,0.3521533,0.33702213
98882800,0.34712267,0.33702213
99382799,0.3551033,0.33702213
99882804,0.35202658,0.33702213
100382817,0.3500077,0.33702213
100882820,0.35335892,0.33702213
101382801,0.35226882,0.33702213
101882799,0.3503967,0.33702213
102382798,0.34789002,0.33702213
102882803,0.35238928,0.33702213
103382804,0.3530047,0.33702213
103882805,0.35014588,0.33702213
104382799,0.35574812,0.33702213
104882803,0.348948,0.33702213
105382831,0.35619402,0.33702213
105882798,0.351754,0.33702213
106382804,0.34910733,0.33702213
106882803,0.3438527,0.33702213
107382801,0.34424734,0.33702213
107882798,0.34151065,0.33702213
108382799,0.3497653,0.33702213
108882824,0.34786862,0.33702213
109383059,0.35454,0.33702213
109882958,0.35650218,0.33702213
110382836,0.35311013,0.33702213
110882800,0.354841,0.33702213
111382800,0.35203397,0.33702213
111882844,0.35510075,0.33702213
112382899,0.35666275,0.33702213
112882803,0.35295188,0.33702213
113382801,0.3515293,0.33702213
113882800,0.3556313,0.33702213
114382823,0.3543551,0.33702213
114882802,0.3498187,0.33702213
115382798,0.35605216,0.33702213
115882804,0.3513133,0.33702213
116382801,0.346304,0.33702213
116882799,0.35177398,0.33702213
117382799,0.35678798,0.33702213
117882852,0.3501315,0.33702213
118382805,0.36077082,0.3376634
118882834,0.34982753,0.3376634
119382802,0.35055453,0.3376634
119882806,0.34965003,0.3376634
120382802,0.35935128,0.3376634
120882800,0.3510847,0.3376634
121382799,0.349878,0.3376634
121882803,0.35615712,0.3376634
122382915,0.355179,0.3376634
122883351,0.35132694,0.3376634
123382880,0.36262375,0.3376634
123882799,0.36457288,0.3376634
