timestamp,speed_xy,speed_up,speed_down,want_takeoff
11444000,5.0,3.0,1.0,0
11464000,5.0,3.0,1.0,0
12452000,5.0,3.0,1.0,0
13448000,5.0,3.0,1.0,0
14452000,5.0,3.0,1.0,0
15448000,5.0,3.0,1.0,0
16452000,5.0,3.0,1.0,0
17448000,5.0,3.0,1.0,0
18452000,5.0,3.0,1.0,0
19452000,5.0,3.0,1.0,0
20449000,5.0,3.0,1.0,0
21448000,5.0,3.0,1.0,0
22456000,5.0,3.0,1.0,0
22888000,5.0,3.0,1.0,0
49734000,5.0,3.0,1.0,0
49746000,5.0,3.0,1.0,0
50729000,5.0,3.0,1.0,0
51737000,5.0,3.0,1.0,0
52737000,5.0,3.0,1.0,0
53737000,5.0,3.0,1.0,0
54734000,5.0,3.0,1.0,0
