timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
11040000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
18296000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
39920000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
42864000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42916000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42963000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43016000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43064000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43120000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43167000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43211000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43268000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43316000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43368000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43412000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43460000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43472000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43532000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43576000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43631000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43672000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43728000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43776000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43832000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43876000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43924000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
43980000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44033000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44088000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44136000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44180000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44236000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44282000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44340000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44384000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44436000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44480000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44531000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44580000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44636000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44680000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44732000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
44784000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
