timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
972000,972000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
1968000,1968000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
2971000,2971000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
3968000,3968000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
4964000,4964000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
5968000,5968000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
6968000,6968000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
7968000,7968000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
8972000,8972000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
9968000,9968000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
10968000,10968000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
11972000,11972000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
12968000,12968000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
13968000,13968000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
14968000,14968000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
15965000,15965000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
16968000,16968000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
17972000,17972000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
18968000,18968000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
19964000,19964000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
20968000,20968000,1310988,0.0,0.0,-9.797073,24.675455,0,0,0,0,1
21968000,21968000,1310988,0.0,0.0,-10.216059,24.675459,0,0,0,0,1
22964000,22964000,1310988,0.0,0.0,-6.6726403,24.675442,0,0,0,0,1
23968000,23968000,1310988,0.0,0.0,-9.361329,24.673635,0,0,0,0,1
24972000,24972000,1310988,0.0,0.0,-9.725247,24.672379,0,0,0,0,1
25972000,25972000,1310988,0.0,0.0,-9.742006,24.671444,0,0,0,0,1
26972000,26972000,1310988,0.0,0.0,-10.117896,24.671001,0,0,0,0,1
27968000,27968000,1310988,0.0,0.0,-9.672575,24.670889,0,0,0,0,1
28964000,28964000,1310988,0.0,0.0,-9.722853,24.67076,0,0,0,0,1
29968000,29968000,1310988,0.0,0.0,-9.691729,24.670544,0,0,0,0,1
30972000,30972000,1310988,0.0,0.0,-9.830592,24.671003,0,0,0,0,1
31968000,31968000,1310988,0.0,0.0,-9.811439,24.671507,0,0,0,0,1
32964000,32964000,1310988,0.0,0.0,-9.849746,24.671791,0,0,0,0,1
33964000,33964000,1310988,0.0,0.0,-9.782708,24.671871,0,0,0,0,1
34964000,34964000,1310988,0.0,0.0,-9.821015,24.671911,0,0,0,0,1
35968000,35968000,1310988,0.0,0.0,-7.575254,24.672382,0,0,0,0,1
36968000,36968000,1310988,0.095768064,-0.11492168,-12.528857,24.675497,0,0,0,0,1
37972000,37972000,1310988,0.062249243,-0.04309563,-10.565612,24.675468,0,0,0,0,1
38972000,38972000,1310988,0.009576807,-0.009576807,-9.801862,24.675474,0,0,0,0,1
39968000,39968000,1310988,0.0,0.0,-9.797073,24.675474,0,0,0,0,1
40968000,40968000,1310988,0.0,0.0,-9.797073,24.675474,0,0,0,0,1
