timestamp,main_state_changes,main_state
52000,0,0
560000,0,0
1060000,0,0
1520000,0,0
2024000,0,0
2536000,0,0
3036000,0,0
3543000,0,0
4052000,0,0
4272000,0,0
4780000,0,0
5284000,0,0
5788000,0,0
6296000,0,0
6808000,0,0
7308000,0,0
7808000,0,0
8315000,0,0
8824000,0,0
9324000,0,0
9828000,0,0
10336000,0,0
10836000,0,0
11035000,1,4
11544000,1,4
12044000,1,4
12544000,1,4
13048000,1,4
13552000,1,4
13940000,1,4
14448000,1,4
14664000,1,4
14776000,2,7
14876000,2,7
15380000,2,7
15392000,2,7
15892000,2,7
16400000,2,7
16416000,2,7
16916000,2,7
17424000,2,7
17924000,2,7
18424000,2,7
18924000,2,7
19428000,2,7
19928000,2,7
20435000,2,7
20940000,2,7
21440000,2,7
21452000,2,7
21952000,2,7
22452000,2,7
22952000,2,7
23460000,2,7
23960000,2,7
24464000,2,7
24964000,2,7
25468000,2,7
25977000,2,7
26460000,2,7
26484000,2,7
26984000,2,7
27484000,2,7
27988000,2,7
28497000,2,7
29000000,2,7
29508000,2,7
30008000,2,7
30508000,2,7
31008000,2,7
31515000,2,7
32024000,2,7
32524000,2,7
33035000,2,7
33544000,2,7
34048000,2,7
34552000,2,7
35060000,2,7
35568000,2,7
36072000,2,7
36496000,2,7
36508000,3,11
37020000,3,11
37524000,3,11
38028000,3,11
38529000,3,11
39040000,3,11
39548000,3,11
40048000,3,11
40552000,3,11
41060000,3,11
41472000,3,11
41520000,3,11
42027000,3,11
