timestamp,timestamp_sample,vel_body[0],vel_body[1],vel_ne[0],vel_ne[1],flow_uncompensated_integral[0],flow_uncompensated_integral[1],flow_compensated_integral[0],flow_compensated_integral[1],gyro_rate_integral[0],gyro_rate_integral[1],gyro_rate_integral[2]
31826843,31825670,0.0,0.0,0.0,0.0,-0.00213,-0.0,-0.0021139288,-1.0887153e-05,-1.6071128e-05,1.0887153e-05,-5.763972e-05
31848087,31846626,0.0,0.0,0.0,0.0,-0.00213,-0.0,0.0,0.0,-1.9276267e-05,7.129386e-05,-0.00014751853
32034201,32025397,0.0,0.0,0.0,0.0,0.00213,-0.0,0.0021359923,4.1830273e-05,-5.9924623e-06,-4.1830273e-05,-3.4119697e-05
32245782,32245110,0.0,0.0,0.0,0.0,0.00426,0.00213,0.004239532,0.0022698368,2.0467643e-05,-0.0001398369,-0.00012056726
32447085,32444858,0.0,0.0,0.0,0.0,0.00213,-0.0,0.002210472,-7.685892e-05,-8.0472004e-05,7.685892e-05,-0.000102583
32645099,32644612,0.0,0.0,0.0,0.0,0.00426,0.00213,0.004026544,0.0022028005,0.00023345601,-7.280057e-05,-7.8685836e-05
32846317,32844369,0.0,0.0,0.0,0.0,0.00426,0.00213,0.0041703307,0.002114285,8.966918e-05,1.571487e-05,-6.919206e-05
33048993,33044122,0.0,0.0,0.0,0.0,0.00426,-0.0,0.004328692,-9.6887044e-05,-6.869221e-05,9.6887044e-05,-9.6635245e-05
33247141,33243852,0.0,0.0,0.0,0.0,-0.00213,-0.0,-0.0021891496,6.0066217e-05,5.9149726e-05,-6.0066217e-05,-3.664841e-05
33447090,33443595,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0001424074,-3.2410098e-06,0.0001424074,3.2410098e-06,-4.808737e-05
33646814,33643333,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0003150747,4.845319e-05,0.0003150747,-4.845319e-05,-0.00011264535
33845077,33843187,0.0,0.0,0.0,0.0,-0.00426,-0.00426,-0.0041784556,-0.0043028262,-8.154433e-05,4.2826458e-05,-6.825008e-05
34047637,34042924,0.0,0.0,0.0,0.0,-0.00426,-0.0,-0.0041617365,-6.803831e-05,-9.826323e-05,6.803831e-05,5.3974567e-05
34226217,34222687,0.0,0.0,0.0,0.0,-0.00213,-0.0,-0.0022719707,5.2142263e-05,0.00014197084,-5.2142263e-05,2.9471848e-05
34448479,34442275,0.0,0.0,0.0,0.0,-0.0,-0.00213,0.00028467813,-0.0021296253,-0.00028467813,-3.7460904e-07,-5.9307065e-05
34648151,34642137,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.00036342538,5.4744633e-05,-1.9545834e-05
34846437,34841756,0.0,0.0,0.0,0.0,-0.0,0.00213,0.00010209566,0.0020393908,-0.00010209566,9.0608984e-05,9.0761634e-05
35046187,35041616,0.0,0.0,0.0,0.0,-0.0,-0.0,6.54877e-05,6.209196e-05,-6.54877e-05,-6.209196e-05,-6.383485e-05
35246989,35241218,0.0,0.0,0.0,0.0,-0.0,-0.0,-9.137438e-05,-6.315307e-05,9.137438e-05,6.315307e-05,1.4302161e-05
35445348,35440951,0.0,0.0,0.0,0.0,-0.0,-0.00213,1.1243648e-05,-0.002090511,-1.1243648e-05,-3.94891e-05,4.3150543e-05
35644873,35640690,0.0,0.0,0.0,0.0,0.00213,-0.00213,0.0024317084,-0.0023767238,-0.00030170858,0.0002467239,4.2766213e-05
35846234,35840465,0.0,0.0,0.0,0.0,0.00213,-0.0,0.0022989537,1.221361e-05,-0.00016895373,-1.221361e-05,0.00010816056
36046069,36040188,0.0,0.0,0.0,0.0,-0.00213,-0.00213,-0.0022569955,-0.0020167648,0.00012699566,-0.000113234986,3.198504e-05
36245436,36239934,0.0,0.0,0.0,0.0,0.00213,0.00213,0.0017330021,0.0023458942,0.00039699778,-0.00021589424,-3.212171e-05
36440600,36439687,0.0,0.0,0.0,0.0,-0.0,-0.00213,3.3526492e-05,-0.0020981638,-3.3526492e-05,-3.1836025e-05,-1.08455315e-05
36647975,36639436,0.0,0.0,0.0,0.0,-0.00213,0.00213,-0.001996212,0.0021166394,-0.000133788,1.33605645e-05,2.0259129e-05
36840049,36839300,0.0,0.0,0.0,0.0,0.00213,-0.0,0.0021489128,-1.1839264e-05,-1.8912851e-05,1.1839264e-05,6.1579354e-05
37045990,37038908,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.00034151244,0.0024766962,9.0150344e-05,-0.00017266734,0.0021520047
37239365,37238778,0.0,0.0,0.0,0.0,-0.027689999,-0.01065,-0.02874992,-0.009594824,0.0010599222,-0.0010551754,0.0044048685
37439366,37438398,0.0,0.0,0.0,0.0,-0.04473,0.014909999,-0.035684176,0.009190211,0.0009082089,-0.00083846,0.0023122188
37646539,37638147,0.0,0.0,0.0,0.0,-0.01065,0.04686,-0.009276659,0.046804998,-0.00137334,5.4998367e-05,0.0021066635
37839947,37838020,0.0,0.0,0.0,0.0,0.00426,0.01917,0.0031537209,0.018489262,0.001106279,0.0006807375,0.0013237221
38041322,38037660,0.0,0.0,0.0,0.0,-0.01065,0.0063899998,-0.009068243,0.0061446135,-0.0015817563,0.00024538647,-0.00034684036
38239295,38237528,0.0,0.0,0.0,0.0,-0.00426,0.0063899998,-0.0044056964,0.0056893993,0.00014569645,0.00070060056,-0.0054797176
38439231,38437155,0.0,0.0,0.0,0.0,-0.0063899998,-0.0,-0.0061953426,-0.0003457661,-0.0001946573,0.0003457661,0.00728984
38638973,38636895,0.0,0.0,0.0,0.0,-0.00852,-0.0,-0.006202974,0.0010756135,-0.0023170258,-0.0010756135,-0.0032359452
38845850,38837133,0.0,0.0,0.0,0.0,-0.01065,-0.0,-0.009136476,-0.0002142505,-0.0015135243,0.0002142505,-0.0029965166
39038018,39036452,0.0,0.0,0.0,0.0,-0.00426,-0.0,-0.0032868828,-0.0004418054,-0.00097311713,0.0004418054,-0.008075289
39239382,39236127,0.0,0.0,0.0,0.0,-0.00426,-0.0,-0.003260036,-0.004084665,-0.0003331005,-0.00046446826,-0.006268356
39437619,39435845,0.0,0.0,0.0,0.0,-0.00213,-0.00213,-0.0021525435,-0.0017978563,2.254355e-05,-0.00033214365,0.0026058778
39637092,39635578,0.0,0.0,0.0,0.0,0.00213,0.0063899998,0.0019691554,0.0053520217,0.00016084443,0.0010379781,0.00445029
39838437,39835314,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0012243686,0.0007880315,0.0012243686,-0.0007880315,-0.00452228
40044252,40035041,0.0,0.0,0.0,0.0,-0.0,-0.00213,0.00018846069,-0.0020228568,-0.00018846069,-0.00010714311,0.006442083
40237635,40234775,0.0,0.0,0.0,0.0,-0.00213,-0.0,-0.0008288382,-0.0011987586,-0.0013011617,0.0011987586,0.0060939556
40443589,40434507,0.0,0.0,0.0,0.0,-0.00213,-0.00213,-0.0017609091,0.0007847352,-0.00036909082,-0.002914735,0.0012750817
40643166,40634244,0.0,0.0,0.0,0.0,0.00213,-0.0,0.0009938907,0.001038284,0.0011361092,-0.001038284,0.003956135
