timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
31839895,5.2025757,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
31849903,5.202072,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
32339898,5.207309,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
32839895,5.208719,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
33339902,5.211136,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
33839899,5.2065034,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
34339899,5.2019715,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
34839896,5.191095,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
35339919,5.182736,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
35840072,5.208618,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
36340235,5.208316,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
36840079,5.1975403,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
37339901,5.206906,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
37839999,5.209323,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
38339898,5.201367,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
38839898,5.192505,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
39339901,5.193109,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
39839897,5.1769958,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
40339897,5.206604,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
40839901,5.208618,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
41339896,5.1993527,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
41839991,5.1985474,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
42339897,5.1822324,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
42839901,5.175284,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
43339897,5.187167,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
43839896,5.159775,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
44339896,5.1864624,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
44839895,5.2075105,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
45339898,5.2143583,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
45839896,5.2118406,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
46339899,5.1947203,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
46839896,5.200461,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
47339900,5.199051,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
47839898,5.179614,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
48339895,5.1840453,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
48839902,5.186966,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
49339900,5.211539,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
49839899,5.211539,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
50339899,5.208014,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
50839900,5.207208,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
51339956,5.207309,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
51839925,5.202072,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
52339896,5.1822324,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
52839900,5.175485,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
53339897,5.1759887,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
53839899,5.2038846,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
54339927,5.20459,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
54839896,5.20459,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
55339901,5.194519,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
55839898,5.2054963,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
56339899,5.206,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
56839899,5.190692,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
57339898,5.174478,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
57839898,5.1756864,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
58339897,5.1894836,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
58839898,5.202475,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
59339899,5.194116,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
