timestamp,main_state_changes,main_state
64000,0,0
576000,0,0
1077000,0,0
1520000,0,0
2020000,0,0
2528000,0,0
3044000,0,0
3552000,0,0
4056000,0,0
4256000,0,0
4768000,0,0
5268000,0,0
5768000,0,0
6272000,0,0
6780000,0,0
7284000,0,0
7796000,0,0
8304000,0,0
8812000,0,0
9313000,0,0
9817000,0,0
10317000,0,0
10820000,0,0
11069000,1,4
11580000,1,4
12091000,1,4
12597000,1,4
13102000,1,4
13612000,1,4
14120000,1,4
14628000,1,4
15136000,1,4
15640000,1,4
16140000,1,4
16640000,1,4
16924000,1,4
17432000,1,4
17651000,1,4
17748000,2,7
17888000,2,7
18394000,2,7
18408000,2,7
18912000,2,7
19412000,2,7
19428000,2,7
19936000,2,7
20444000,2,7
20945000,2,7
21448000,2,7
21948000,2,7
22452000,2,7
22964000,2,7
23472000,2,7
23972000,2,7
24428000,2,7
24456000,2,7
24960000,2,7
25464000,2,7
25964000,2,7
26464000,2,7
26972000,2,7
27472000,2,7
27984000,2,7
28484000,2,7
28988000,2,7
29476000,2,7
29489000,2,7
29996000,2,7
30499000,2,7
30999000,2,7
31500000,2,7
32011000,2,7
32520000,2,7
33024000,2,7
33528000,2,7
34030000,2,7
34530000,2,7
35036000,2,7
35539000,2,7
36048000,2,7
36552000,2,7
37056000,2,7
37560000,2,7
38068000,2,7
38576000,2,7
39084000,2,7
39500000,2,7
39516000,3,11
40024000,3,11
40524000,3,11
41032000,3,11
41540000,3,11
42044000,3,11
42548000,3,11
43056000,3,11
43564000,3,11
44068000,3,11
44362000,3,11
44536000,3,11
45044000,3,11
