timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
29228403,29227477,6684682,1998.0344,1.9512055,nan,nan,nan,nan,nan,nan,nan,nan,45.04364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,422.0,443.0,438.0
29933828,29933225,6684682,1998.0344,1.9512055,nan,nan,nan,nan,39.02411,35.1217,34.04417,nan,45.04364,nan,nan,nan,nan,nan,nan,nan,16.0,10.0,10.0,nan,10.0,nan,nan,nan,458.0,462.0,438.0
29938135,29934727,6684682,1998.0344,1.9512055,nan,nan,nan,nan,39.02411,35.1217,34.04417,nan,46.901398,56.58496,nan,nan,nan,nan,nan,nan,16.0,10.0,10.0,nan,25.0,17.0,nan,nan,458.0,462.0,538.0
30064454,30062362,6684682,1998.0344,1.9512055,nan,nan,nan,nan,33.170494,nan,nan,nan,78.0907,81.87886,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,20.0,17.0,nan,nan,499.0,464.0,486.0
30190812,30190001,6684682,1998.0344,1.9512055,nan,nan,nan,nan,50.29272,nan,nan,nan,83.587234,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,18.0,nan,nan,nan,488.0,457.0,511.0
30321239,30319135,6684682,1998.0344,1.9512055,nan,nan,nan,nan,nan,nan,nan,nan,81.95063,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.0,nan,nan,nan,468.0,488.0,561.0
30447509,30446771,6684682,1998.0344,1.9512055,nan,nan,nan,nan,nan,nan,nan,nan,83.665344,80.39493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.0,13.0,nan,nan,472.0,485.0,523.0
30703981,30700540,6684682,1998.0344,1.9512055,81.9595,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,511.0,480.0,475.0
30834524,30831225,6684682,1998.0344,1.9512055,nan,nan,nan,nan,nan,nan,nan,nan,81.855316,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.0,nan,nan,nan,474.0,502.0,484.0
30956177,30955813,6684682,1998.0344,1.9512055,81.95063,nan,nan,nan,nan,nan,nan,nan,81.855316,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,34.0,nan,nan,nan,458.0,502.0,484.0
30960846,30958861,6684682,1998.0344,1.9512055,81.95063,nan,nan,nan,nan,nan,nan,nan,80.28424,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,26.0,nan,nan,nan,458.0,479.0,487.0
31091279,31087953,6684682,1998.0344,1.9512055,nan,nan,nan,nan,nan,nan,nan,nan,81.677475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.0,nan,nan,nan,469.0,517.0,544.0
31217637,31215589,6684682,1998.0344,1.9512055,nan,nan,nan,nan,nan,nan,nan,nan,80.28828,81.78699,52.75361,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.0,29.0,17.0,nan,487.0,440.0,564.0
31344525,31343225,6684682,1998.0344,1.9512055,nan,nan,nan,nan,nan,nan,nan,nan,80.38445,81.83894,83.39356,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.0,34.0,20.0,nan,496.0,495.0,549.0
31474428,31472363,6684682,1998.0344,1.9512055,nan,nan,nan,nan,nan,nan,nan,nan,81.88087,37.29062,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53.0,16.0,nan,nan,476.0,491.0,513.0
31600772,31600002,6684682,1998.0344,1.9512055,nan,nan,nan,nan,nan,nan,nan,nan,80.3012,83.347275,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.0,20.0,nan,nan,485.0,461.0,534.0
31726738,31724678,6684682,1998.0344,1.9512055,83.66963,nan,nan,nan,nan,nan,nan,nan,80.3012,83.347275,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,26.0,20.0,nan,nan,456.0,461.0,534.0
31730958,31727636,6684682,1998.0344,1.9512055,83.66963,nan,nan,nan,nan,nan,nan,nan,81.81031,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,26.0,nan,nan,nan,456.0,463.0,493.0
31857383,31853770,6684682,1998.0344,1.9512055,81.80376,nan,nan,nan,nan,nan,nan,nan,81.81031,nan,nan,nan,25.0,nan,nan,nan,nan,nan,nan,nan,26.0,nan,nan,nan,468.0,463.0,493.0
31983434,31982911,6684682,1998.0344,1.9512055,nan,nan,nan,nan,48.562424,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,465.0,478.0,468.0
32109470,32109043,6684682,1998.0344,1.9512055,80.19183,nan,nan,nan,48.562424,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,465.0,478.0,511.0
32113871,32110549,6684682,1998.0344,1.9512055,80.19183,nan,nan,nan,80.09822,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,465.0,484.0,511.0
32114145,32112047,6684682,1998.0344,1.9512055,80.19183,nan,nan,nan,80.09822,nan,nan,nan,81.884705,nan,nan,nan,13.0,nan,nan,nan,17.0,nan,nan,nan,32.0,nan,nan,nan,465.0,484.0,510.0
32244511,32241185,6684682,1998.0344,1.9512055,nan,nan,nan,nan,nan,nan,nan,nan,80.360565,81.815605,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.0,20.0,nan,nan,439.0,460.0,531.0
32370929,32368821,6684682,1998.0344,1.9512055,nan,nan,nan,nan,nan,nan,nan,nan,81.811485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,nan,nan,nan,471.0,486.0,523.0
32497233,32496458,6684682,1998.0344,1.9512055,nan,nan,nan,nan,80.20681,nan,nan,nan,80.17431,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,20.0,nan,nan,nan,471.0,441.0,477.0
32627428,32624094,6684682,1998.0344,1.9512055,nan,nan,nan,nan,81.94743,nan,nan,nan,80.17431,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,20.0,nan,nan,nan,458.0,484.0,477.0
32753838,32751731,6684682,1998.0344,1.9512055,81.95063,nan,nan,nan,37.072903,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,513.0,433.0,510.0
