Date,CaseID,TestInfo,DataPath
2024-09-15 15:31:22,1,"0s: Armed! 
1.0s: Send takeoff command, fly target position [0,0,-1] 
6.0s: Send stopFlag command:[2,3] 
6.0s: Send hover command 
9.0s: Send stopFlag command:[2,6] 
9.0s: Send fault injection command 
 Fault injection type:123450 
 Fault injection parameters:[3.0, 0.0, 200.0, -1.0, -1.0, 1.0, -1.0] 
19.0s: Send stopFlag command:[2,9] 
19.0s: Send Landing command 
24.0s: Send stopFlag command:[2,7] 
",D:\Tjh\Platform\DT-Exp\data\2024-09-15\6\mav1
2024-09-15 15:31:22,2,"0s: Armed! 
1.0s: Send takeoff command, fly target position [0,0,-1] 
6.0s: Send stopFlag command:[2,3] 
6.0s: Send hover command 
9.0s: Send stopFlag command:[2,6] 
9.0s: Send fault injection command 
 Fault injection type:123450 
 Fault injection parameters:[3.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0] 
19.0s: Send stopFlag command:[2,9] 
19.0s: Send Landing command 
24.0s: Send stopFlag command:[2,7] 
",D:\Tjh\Platform\DT-Exp\data\2024-09-15\6\mav2
