gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],timestamp,DTMode
0.0042610588,-0.0034621097,-6.096074e-08,1.389834,1.7048976e-07,-9.768345,40884000,2_7
0.0042610588,-0.05459481,-7.357932e-08,0.67995334,1.706569e-07,-9.777922,40888000,2_7
0.0042610588,-0.170176,-8.6566224e-08,-1.6915035,1.7084494e-07,-9.788693,40896000,2_7
0.004261058,-0.23169501,-9.142254e-08,-0.62249243,1.708658e-07,-9.78989,40901000,2_7
0.0039947415,-0.3006709,-1.5342036e-07,-0.8331822,1.7080313e-07,-9.786299,40908000,2_7
0.0031958402,-0.36618465,-0.00026661533,-1.2270286,1.7069868e-07,-9.7803135,40912000,2_7
0.0018643063,-0.41225734,-0.0010654833,-0.61171854,1.7065686e-07,-9.777919,40917000,2_7
-0.0015976379,-0.4479437,-0.0026637914,1.3431472,1.7074046e-07,-9.782708,40924000,2_7
-0.008255152,-0.47910273,-0.005328042,2.0326772,1.7094942e-07,-9.794682,40928000,2_7
-0.016244808,-0.49881014,-0.008523346,-0.016759455,1.7109566e-07,-9.803061,40932000,2_7
-0.024234269,-0.509729,-0.01171919,-1.6005241,1.7101208e-07,-9.79827,40936000,2_7
-0.031158518,-0.5158545,-0.014648523,-1.6998832,1.7071957e-07,-9.781511,40940000,2_7
-0.035419732,-0.5171859,-0.016512327,0.0023941998,1.7034348e-07,-9.759963,40944000,2_7
-0.03328965,-0.504669,-0.015712265,2.4636338,1.6967493e-07,-9.721657,40952000,2_7
-0.02689822,-0.4913532,-0.013581203,-0.23582888,1.694242e-07,-9.707291,40956000,2_7
-0.01757731,-0.47404268,-0.010384966,-0.18435353,1.6923616e-07,-9.696517,40960000,2_7
-0.005859556,-0.4532701,-0.0061235493,0.11492169,1.690899e-07,-9.688137,40964000,2_7
0.009053994,-0.42876893,-0.00079675036,-0.2813187,1.6896452e-07,-9.680954,40969000,2_7
