timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5001000,0.0,0.0,0.0,1
5104000,0.0,0.0,0.0,1
5912000,0.0,0.0,0.0,1
6924000,0.0,0.0,0.0,1
7921000,0.0,0.0,0.0,1
8924000,0.0,0.0,0.0,1
9941000,0.0,0.0,0.0,1
10940000,0.0,0.0,0.0,1
11945000,0.0,0.0,0.0,1
12945000,0.0,0.0,0.0,1
13948000,0.0,0.0,0.0,1
14964000,0.0,0.0,0.0,1
15957000,0.0,0.0,0.0,1
16956000,0.0,0.0,0.0,1
17955000,0.0,0.0,0.0,1
18960000,0.0,0.0,0.0,1
19956000,0.0,0.0,0.0,1
20956000,0.0,0.0,0.0,1
21960000,0.0,0.0,0.0,1
22456000,0.0,0.0,0.0,1
38577000,0.0,0.0,0.0,1
38677000,0.0,0.0,0.0,1
39577000,0.0,0.0,0.0,1
40482000,0.0,0.0,0.0,1
