timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
994000,994000,0.998166,-8.71064e-09,-5.2827537e-10,0.060535915,-1.718756e-15,8.047244e-15,0.0014958789,-1.2934834e-16,6.0899985e-16,0.015121121,6.4109814e-22,6.372283e-23,1.1681608e-30,0.0,0.0,-1.8486626e-08,0.27927285,7.17157e-10,0.47143218,0.0,0.0,0.0,0.0,0.0,6.662513e-06,0.0026287858,0.0026287853,0.0018114133,10.260714,10.260714,0.20477226,0.31148994,0.31148994,2.0442023,9.999995e-07,9.999995e-07,9.913629e-07,4.0000004e-06,4.0000004e-06,3.9999964e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2000000,2000000,0.998166,-8.710641e-09,-5.282755e-10,0.060535915,-2.4388336e-15,6.9662264e-15,0.0064382553,-5.6909073e-16,1.9121487e-15,0.011886688,8.066222e-19,2.281464e-19,4.037897e-27,0.0,0.0,-1.5090222e-09,0.27927285,7.17157e-10,0.47143218,0.0,0.0,0.0,0.0,0.0,3.967212e-06,0.0050780615,0.005078064,0.0010786166,0.8036606,0.8036604,0.24632066,0.14479719,0.14479719,0.5698559,9.650422e-07,9.650422e-07,5.9714836e-07,4.0000004e-06,4.0000004e-06,3.9883435e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2996000,2996000,0.998166,-8.710812e-09,-5.2828586e-10,0.060535915,-8.6276445e-14,7.0845267e-13,0.012817085,-4.6787572e-14,3.829683e-13,0.02497354,1.1997045e-15,9.546456e-19,4.8730958e-26,0.0,0.0,-2.0349319e-06,0.27927285,7.17157e-10,0.47143218,0.0,0.0,0.0,0.0,0.0,3.4011068e-06,0.0052745645,0.005274568,0.0009247093,1.3947959,1.394796,0.29926682,0.29480365,0.29480365,0.5471383,6.443319e-07,6.4433215e-07,2.035119e-07,4.0000004e-06,4.0000004e-06,3.7966988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3997000,3997000,0.998166,-8.709114e-09,-5.281831e-10,0.060535915,-8.665257e-13,7.1313133e-12,0.010197878,-2.3438445e-13,1.9288937e-12,0.023700334,-7.759701e-15,8.512622e-19,-8.6618813e-26,0.0,0.0,1.2064266e-05,0.27927285,7.17157e-10,0.47143218,0.0,0.0,0.0,0.0,0.0,2.623176e-06,0.0026924894,0.0026924873,0.000713203,0.89145994,0.8914595,0.28896758,0.24194008,0.24194002,0.608637,2.8128088e-07,2.812812e-07,7.864828e-08,4.0000004e-06,4.0000004e-06,3.165437e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5001000,4985000,0.998166,-2.3123773e-07,1.2967669e-08,0.0605361,-1.1556208e-12,-3.4964035e-08,0.007251121,-4.588232e-13,-1.3612211e-10,0.020959627,-9.6833145e-15,1.4187019e-19,-2.1913373e-25,0.0,0.0,2.4292422e-05,0.27927285,7.17157e-10,0.47143218,0.0,0.0,0.0,0.0,0.0,2.0818275e-06,0.001405574,0.001405574,0.0005660162,0.5534244,0.5534245,0.2587065,0.18502823,0.18502827,0.6703966,1.0671454e-07,1.06714964e-07,3.720142e-08,4.0000004e-06,4.0000004e-06,2.426697e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5988000,5973000,0.9981646,-2.5918069e-05,1.5708279e-06,0.06055927,3.4619816e-09,-0.00022039757,-0.0016820952,5.9719807e-10,-4.5687226e-05,0.0033544803,-1.149008e-08,1.3987459e-09,1.3003298e-14,0.0,0.0,4.5857974e-05,0.27927285,7.17157e-10,0.47143218,0.0,0.0,0.0,0.0,0.0,1.7129958e-06,0.0006774203,0.000677422,0.00046568224,0.35968676,0.3596864,0.21481551,0.15113124,0.15113121,0.6492896,3.617819e-08,3.617843e-08,2.0252369e-08,4.0000004e-06,4.0000004e-06,1.7337908e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6993000,6993000,0.9999979,-4.0888022e-05,4.6827176e-06,-0.0020814452,-1.0229071e-05,-0.00058178173,0.0026345698,-5.548238e-07,-0.00018367883,0.012078306,-7.578953e-08,9.226286e-09,3.0547596e-11,0.0,0.0,3.918273e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.4348853e-06,0.00030441582,0.0003044174,0.0016362969,0.2038593,0.20385887,0.1738833,0.13029574,0.1302957,0.599041,1.2441216e-08,1.2441389e-08,1.2713912e-08,4.0000004e-06,4.0000004e-06,1.1828944e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
8002000,8002000,0.9999979,-5.532538e-05,3.1129223e-06,-0.0020834957,-7.075895e-05,-0.0010360002,0.005024545,-2.485312e-05,-0.0004064362,0.018405454,-1.6659446e-07,2.3426914e-08,1.10597576e-08,0.0,0.0,3.6712194e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3808439e-06,0.0002825742,0.0002825754,0.00038960576,0.15011664,0.15011595,0.14521304,0.09712985,0.09712977,0.57375956,5.903251e-09,5.9033987e-09,1.2578823e-08,4.0000004e-06,4.0000004e-06,8.140196e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
8993000,8993000,0.9999979,-4.51036e-05,-5.6056786e-07,-0.0020765334,-3.1585045e-05,-0.0010145582,0.0060403794,-2.4501604e-05,-0.0004927458,0.02339337,-2.2907328e-07,3.2735265e-08,3.740766e-08,0.0,0.0,3.723013e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.376262e-06,0.00012820309,0.00012820464,0.00025151158,0.1545531,0.15455267,0.12025779,0.09768574,0.09768563,0.5418521,4.9077014e-09,4.90784e-09,1.1954236e-08,4.0000004e-06,4.0000004e-06,5.602483e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
10001000,10001000,0.9999979,-4.0413855e-05,-2.7019428e-06,-0.0020642395,2.9336821e-05,-0.00087342423,0.0062495843,5.039615e-07,-0.00043229418,0.026469683,-2.3427478e-07,2.9433416e-08,6.740786e-08,0.0,0.0,3.867811e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3769381e-06,5.065474e-05,5.0656534e-05,0.00022033346,0.08631285,0.086312294,0.09985251,0.08504562,0.08504554,0.516036,4.890251e-09,4.890388e-09,1.0685829e-08,4.0000004e-06,4.0000004e-06,3.8761755e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
10997000,10997000,0.9999973,-0.00031346903,-0.0010732475,-0.002028386,0.0058497353,0.019085327,-0.019052103,-0.00025756416,0.012833627,-0.0034350904,5.7505275e-07,5.0891895e-06,2.762663e-09,0.0,0.0,6.007006e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3787577e-06,6.704852e-05,6.7050765e-05,0.0002153501,0.014566959,0.014566758,0.016626997,0.022455882,0.022455882,0.30244526,4.4793884e-09,4.4794852e-09,8.930982e-09,4.0000004e-06,4.0000004e-06,2.9988516e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
11997000,11997000,0.9999951,-0.002093347,-0.00021494763,-0.002332924,-0.0013884522,-0.029467588,0.021074064,-0.0044786017,-0.003566971,0.059696,9.349952e-06,3.6356874e-07,1.4286405e-06,0.0,0.0,1.7525723e-06,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.380223e-06,4.437963e-05,4.4379976e-05,0.00021425525,0.015636668,0.015636526,0.011972861,0.016731381,0.016731374,0.2201945,2.9970264e-09,2.9970475e-09,7.0539565e-09,4.0000004e-06,4.0000004e-06,2.4796728e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
12997000,12997000,0.999995,-0.00077175716,-0.0005796193,-0.0030151836,0.012145536,-0.01510132,0.023354523,0.0026959751,-0.000865895,0.06602207,1.162535e-06,2.1244434e-06,3.782443e-06,0.0,0.0,8.096936e-06,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3817568e-06,2.8617678e-05,2.8617904e-05,0.00021237879,0.01367552,0.013675473,0.01122776,0.015445439,0.015445429,0.17911139,1.9115485e-09,1.9115574e-09,5.4504263e-09,4.0000004e-06,4.0000004e-06,1.9832027e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
14000000,14000000,0.99999505,-0.0003670492,-0.00037387226,-0.0031173446,0.011478007,-0.013588084,-0.017424783,0.005149047,-0.0061237514,-0.016085993,-1.1274374e-06,9.020614e-07,3.5548458e-06,0.0,0.0,0.00011182734,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3827197e-06,2.1701288e-05,2.1701491e-05,0.00020551591,0.012223047,0.012223027,0.0110971825,0.015064276,0.015064264,0.15397525,1.212398e-09,1.212402e-09,4.150199e-09,4.0000004e-06,4.0000004e-06,1.5144539e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
15001000,15001000,0.9999955,8.929834e-05,-0.0007801211,-0.0029113414,0.03152621,-0.0045500905,-0.033461705,0.027528642,-0.005650294,-0.04758658,-3.123942e-06,2.6082432e-06,2.3844595e-06,0.0,0.0,0.00013563884,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3828017e-06,1.7141228e-05,1.7141236e-05,0.0001935325,0.011156514,0.011156503,0.010903358,0.014979072,0.014979068,0.14076594,7.4125656e-10,7.4125445e-10,3.132198e-09,4.0000004e-06,4.0000004e-06,1.1301348e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
15993000,15993000,0.99999654,-3.6251775e-05,-0.0008970738,-0.0024886585,0.044188607,-0.009357557,-0.05779063,0.050017893,-0.0116864145,-0.10749017,-1.897602e-06,2.7160295e-06,8.5863053e-07,0.0,0.0,0.0001677751,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3820828e-06,1.3463579e-05,1.346355e-05,0.00018156624,0.010207381,0.010207379,0.010368897,0.014666353,0.014666355,0.13174005,4.5173482e-10,4.5172888e-10,2.4039277e-09,4.0000004e-06,4.0000004e-06,8.43441e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
16992000,16992000,0.999997,-0.00014175985,0.0005421987,-0.0024055643,-0.0076746447,-0.014878758,-0.040422402,0.014365381,-0.020981325,-0.08920974,-1.1306674e-06,-3.3020956e-06,5.847301e-07,0.0,0.0,0.00011775339,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3809405e-06,1.0662421e-05,1.0662403e-05,0.00016901568,0.009378192,0.009378191,0.009801273,0.014566041,0.014566044,0.12615193,2.8175376e-10,2.8174693e-10,1.8582719e-09,4.0000004e-06,4.0000004e-06,6.39804e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
18001000,18001000,0.9999968,0.0002269546,0.00057034666,-0.0024782552,-0.0147413425,-0.0016226525,-0.0029547317,0.0029326114,-0.016178612,-0.020125315,-2.32455e-06,-2.78847e-06,7.496762e-07,0.0,0.0,4.8577036e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3798837e-06,8.617915e-06,8.617928e-06,0.0001585682,0.008695641,0.008695667,0.009201394,0.014511215,0.014511215,0.12123556,1.8458444e-10,1.8457873e-10,1.4656871e-09,4.0000004e-06,4.0000004e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
18997000,18997000,0.99999684,-0.00026027992,0.00071287894,-0.0024016793,-0.027387694,-0.022277646,0.028258897,-0.016763942,-0.036304556,0.054838795,-4.331159e-07,-2.8000431e-06,5.438252e-07,0.0,0.0,4.5876536e-06,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3788024e-06,7.1611234e-06,7.1611034e-06,0.00014780706,0.008068031,0.008068064,0.008698095,0.014470429,0.014470433,0.11877529,1.281003e-10,1.2809599e-10,1.1660735e-09,4.0000004e-06,4.0000004e-06,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
19997000,19997000,0.99999684,1.4116213e-06,0.0010372738,-0.0022877494,-0.050362542,-0.00900899,0.006803617,-0.050883237,-0.023995738,0.019907428,-1.1338122e-06,-3.3741997e-06,2.881131e-07,0.0,0.0,4.0686646e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3778216e-06,6.1379556e-06,6.1378664e-06,0.00013902284,0.007560926,0.0075609675,0.008339518,0.014417343,0.014417349,0.11702682,9.421246e-11,9.420931e-11,9.45292e-10,4.0000004e-06,4.0000004e-06,5.0000093e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
20992000,20992000,0.9999976,7.61506e-05,0.00018911822,-0.0021769432,-0.013598889,-0.0036174513,0.023152366,-0.027626134,-0.017020345,0.062497396,-1.2312407e-06,-7.7196427e-07,8.18887e-08,0.0,0.0,1.9256562e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3768862e-06,5.411445e-06,5.4112984e-06,0.00013108666,0.007146642,0.007146681,0.008115863,0.014335819,0.014335825,0.11573072,7.299165e-11,7.298953e-11,7.76325e-10,4.0000004e-06,4.0000004e-06,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
22000000,22000000,0.9999978,4.7133017e-05,-0.00018363667,-0.0020907046,0.0072221574,-0.004097909,0.008085467,-0.006687686,-0.016552677,0.033251144,-1.0733173e-06,1.8726256e-07,-4.3610285e-08,0.0,0.0,4.18177e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3759712e-06,4.8917323e-06,4.8915954e-06,0.00012323727,0.0068400586,0.0068401014,0.0079988465,0.014260527,0.0142605305,0.1148219,5.914758e-11,5.914659e-11,6.426626e-10,4.0000004e-06,4.0000004e-06,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
22992000,22992000,0.9999978,-0.0012111063,-0.00040856973,-0.0016997666,-0.00013487661,0.04775054,0.0336371,-0.019858925,0.039180648,0.010753678,-2.6678733e-06,-5.01076e-07,-4.3719209e-07,-0.00016993948,-0.00011665248,5.65538e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3749026e-06,4.609577e-06,4.6098726e-06,0.0001162686,0.012337185,0.012337201,0.007947383,0.014208099,0.014208106,0.11417031,5.0194827e-11,5.0194626e-11,5.383287e-10,3.4479472e-06,3.447948e-06,5.000027e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
23993000,23993000,0.99998254,0.0033665148,0.0048107617,0.0007019072,-0.01492809,-0.0916763,-0.47666764,-0.007280652,-0.032437123,-0.25442103,-1.9713052e-06,-3.5158698e-07,-6.8532006e-07,-0.00016369719,0.00051674724,0.00012227452,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3716975e-06,5.7874267e-06,5.787008e-06,0.00011053513,0.014249239,0.014248706,0.007906789,0.014407111,0.014407104,0.11266056,4.9196116e-11,4.919613e-11,4.571703e-10,1.2587452e-06,1.2587667e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
24992000,24992000,0.9999959,0.0011269269,-0.0025912211,0.0006552707,-0.03594189,0.0478733,-0.21141346,-0.059431974,-0.019175548,-0.5167586,-1.9116444e-06,-3.3931934e-07,-9.072164e-07,-5.2683892e-05,0.00023273635,0.00010985667,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3711857e-06,7.535209e-06,7.5337352e-06,0.000104376275,0.0100657055,0.010064548,0.007894435,0.014444779,0.014444764,0.11232365,4.9890703e-11,4.9890658e-11,3.8937475e-10,6.2034417e-07,6.2039345e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
25997000,25997000,0.9999866,-0.0022417263,-0.004673793,-2.5822733e-06,0.02793918,0.0035491567,-0.18912892,-0.086606555,0.022482451,-0.639721,-1.8975908e-06,-2.6502912e-07,-1.076755e-06,6.125935e-05,0.0001802961,7.248429e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3715679e-06,9.581118e-06,9.579299e-06,9.972042e-05,0.0075566173,0.00755784,0.00788406,0.0143229915,0.014322982,0.112056635,5.0795135e-11,5.0795118e-11,3.3674308e-10,4.3814526e-07,4.3819065e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
26993000,26993000,0.99998575,-0.00090930675,0.0052558384,-0.00031678486,0.060921002,0.0020929235,-0.12554017,0.01639815,0.043385576,-0.74431956,-2.0913474e-06,-1.4827884e-07,-1.257114e-06,-5.1087827e-05,9.387013e-05,4.095426e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3716929e-06,1.1879876e-05,1.1877417e-05,9.5095915e-05,0.0062417453,0.0062416545,0.007904502,0.0141585395,0.014158582,0.11286092,5.1667393e-11,5.1667406e-11,2.9275657e-10,3.7921328e-07,3.7925514e-07,5.0000178e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
27997000,27997000,0.9999965,0.0017410648,0.0018758719,-0.00068551896,0.0051861755,-0.017512789,-0.045320943,0.03384682,0.013982344,-0.7402471,-2.0394261e-06,-8.434459e-08,-1.3508467e-06,-4.5274763e-05,0.000112197886,4.6879017e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3714315e-06,1.4206935e-05,1.4206959e-05,9.127849e-05,0.00564013,0.0056409566,0.007904531,0.013953735,0.013953753,0.112667754,5.198025e-11,5.197994e-11,2.5722596e-10,3.616375e-07,3.6166273e-07,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
28992000,28992000,0.999986,0.0029477836,-0.0043005776,-0.00091859925,0.003556785,0.0040884293,-0.044570025,-0.0045343097,-0.011389518,-0.73133415,-1.8624256e-06,-2.4415326e-07,-1.4070283e-06,-2.3002824e-05,0.00011903205,3.6356767e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3715188e-06,1.6111015e-05,1.6108255e-05,8.771371e-05,0.0055206805,0.0055204174,0.00788167,0.013766525,0.013766584,0.1114912,5.0999968e-11,5.0999045e-11,2.2743826e-10,3.5856806e-07,3.5858955e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
29992000,29992000,0.99998695,0.0050232406,-0.000344529,-0.000892411,0.024416437,0.030571427,-0.03696648,0.0034271528,-0.030533765,-0.7605102,-1.1160819e-06,-4.652592e-07,-1.2641135e-06,-2.6364572e-05,0.000103548584,4.0397827e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3711469e-06,1.7209071e-05,1.7209457e-05,8.440578e-05,0.0055732736,0.005572323,0.007886955,0.013671119,0.013671098,0.11141325,4.85376e-11,4.853675e-11,2.0233686e-10,3.5530516e-07,3.553245e-07,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
30992000,30992000,0.99974847,-0.005411217,-0.001953859,0.02167739,0.102943905,-0.09528829,0.08674796,0.057297595,-0.015138123,-0.7515961,-9.3567587e-07,-1.7176491e-07,-1.2053001e-06,-1.1909693e-05,9.137409e-05,6.340192e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.3905462e-06,1.7477274e-05,1.7479388e-05,8.1044906e-05,0.005668236,0.0056674806,0.007892004,0.013633226,0.013633192,0.111412294,4.507779e-11,4.507811e-11,1.8067778e-10,3.4703473e-07,3.4704692e-07,5.0000093e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
31997000,31997000,0.99766505,0.0034334196,0.004268644,0.06807825,0.04396991,-0.058844015,0.04973199,0.13205485,-0.078661665,-0.6663051,-1.1439623e-06,-4.6948028e-07,-1.2226338e-06,-2.6695925e-05,9.621037e-05,5.910416e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.674716e-06,1.7041493e-05,1.7041633e-05,7.769648e-05,0.005765061,0.0057654297,0.007899199,0.01364451,0.013644532,0.11148557,4.1191064e-11,4.1192563e-11,1.6230967e-10,3.3364228e-07,3.3364694e-07,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
32993000,32993000,0.9954318,0.0026361558,0.0021723963,0.095415235,-0.005935527,0.019504841,0.045320526,0.14526062,-0.07831832,-0.56117517,-1.437542e-06,-6.7152155e-07,-1.1306716e-06,-4.3031985e-05,0.000109534536,2.0217474e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,1.9754289e-06,1.6076385e-05,1.607738e-05,7.4603544e-05,0.0058228895,0.005822987,0.0079034595,0.013668185,0.013668237,0.11159141,3.7323408e-11,3.732502e-11,1.4668214e-10,3.1611125e-07,3.161168e-07,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
34001000,34001000,0.9938101,-0.0007135833,-0.00046280533,0.1110887,-0.015448022,0.03895499,0.0019238666,0.12820795,-0.019905364,-0.5779465,-2.0178302e-06,-9.2442235e-07,-1.1633712e-06,-6.923196e-05,0.00014270318,4.9260394e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,2.1752844e-06,1.4957166e-05,1.49575835e-05,7.191098e-05,0.0058755497,0.0058755674,0.007928453,0.01382937,0.013829426,0.11105876,3.3961816e-11,3.3962756e-11,1.3328315e-10,2.974333e-07,2.9744268e-07,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
34997000,34997000,0.9928013,0.0009262118,0.0021056407,0.1197509,-0.0045421533,0.012007941,0.013872042,0.15534016,-0.019852959,-0.53377867,-1.7661959e-06,-3.9439126e-07,-1.207846e-06,-3.103311e-05,0.000135707,2.6777549e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,2.2825284e-06,1.3902052e-05,1.3902615e-05,6.955488e-05,0.005708747,0.005708643,0.00789756,0.013721906,0.0137219345,0.110907175,3.128411e-11,3.128453e-11,1.2195503e-10,2.808979e-07,2.8090753e-07,5.0000093e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
35993000,35993000,0.99066514,0.01334717,0.0056567206,0.1355447,-0.006446071,0.019040493,0.08106837,0.1626065,-0.039594084,-0.5384097,-1.3746225e-06,-5.0137913e-08,-1.164974e-06,-2.6415928e-06,0.000116836294,3.255836e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,2.5176641e-06,1.3078768e-05,1.3088907e-05,6.7085784e-05,0.00554872,0.0055486592,0.007901036,0.013704595,0.0137046,0.11110621,2.9254706e-11,2.9254644e-11,1.1189276e-10,2.678618e-07,2.6787146e-07,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
36992000,36992000,0.99239546,0.003536739,0.00032824703,0.12303937,-0.005560221,0.02015615,0.23709154,0.1457177,-0.036116805,-0.07059612,-1.4054337e-06,-2.2655244e-07,-1.1046562e-06,-1.30177095e-05,0.00011669269,6.417019e-05,0.27708757,-0.034868415,0.47143218,0.0,0.0,0.0,0.0,0.0,2.2839204e-06,1.2726959e-05,1.2727412e-05,6.56439e-05,0.0055666766,0.0055667427,0.00788391,0.013648337,0.013648342,0.11131236,2.7971736e-11,2.7971608e-11,1.03520054e-10,2.605976e-07,2.606057e-07,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
