timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
440000,440000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
444000,444000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
492000,492000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
540000,540000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
593000,593000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
641000,641000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
692000,692000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
740000,740000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
793000,793000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
840000,840000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
892000,892000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
940000,940000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
994000,994000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1040000,1040000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1093000,1093000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1140000,1140000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1194000,1194000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1240000,1240000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1290000,1290000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1340000,1340000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1388000,1388000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1440000,1440000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1492000,1492000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1540000,1540000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1588000,1588000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1640000,1640000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1692000,1692000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1740000,1740000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1792000,1792000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1840000,1840000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1890000,1890000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1941000,1941000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1993000,1993000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2041000,2041000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2097000,2097000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2141000,2141000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2193000,2193000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2241000,2241000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2297000,2297000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2341000,2341000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2394000,2394000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2440000,2440000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2493000,2493000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2537000,2537000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2592000,2592000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2640000,2640000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2694000,2694000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2741000,2741000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2797000,2797000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2842000,2842000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2892000,2892000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2940000,2940000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2992000,2992000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3041000,3041000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3092000,3092000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3140000,3140000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3192000,3192000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3241000,3241000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3288000,3288000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3340000,3340000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3392000,3392000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3440000,3440000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3493000,3493000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3541000,3541000,-1.1622928e-13,2.1118922e-17,-1.7446073e-24,0.0,0.0,0.0,0.0,-1.0
3591000,3591000,-1.1622928e-13,2.1118922e-17,-1.7446073e-24,0.0,0.0,0.0,0.0,-1.0
3641000,3641000,-1.1622928e-13,2.1118922e-17,-1.7446073e-24,0.0,0.0,0.0,0.0,-1.0
3693000,3693000,-1.1622928e-13,2.1118922e-17,-1.7446073e-24,0.0,0.0,0.0,0.0,-1.0
3740000,3740000,-1.1622928e-13,2.1118922e-17,-1.7446073e-24,0.0,0.0,0.0,0.0,-1.0
3792000,3792000,-1.1622928e-13,2.1118922e-17,-1.7446073e-24,0.0,0.0,0.0,0.0,-1.0
3840000,3840000,-1.1622928e-13,2.1118922e-17,-1.7446073e-24,0.0,0.0,0.0,0.0,-1.0
3892000,3892000,-1.1622928e-13,2.1118922e-17,-1.7446073e-24,0.0,0.0,0.0,0.0,-1.0
