timestamp,main_state_changes,main_state
57000,0,0
564000,0,0
1069000,0,0
1512000,0,0
2017000,0,0
2521000,0,0
3030000,0,0
3534000,0,0
4040000,0,0
4270000,0,0
4777000,0,0
5288000,0,0
5793000,0,0
6301000,0,0
6808000,0,0
7311000,0,0
7821000,0,0
8328000,0,0
8834000,0,0
9341000,0,0
9854000,0,0
10361000,0,0
10864000,0,0
11077000,1,4
11581000,1,4
12081000,1,4
12589000,1,4
13100000,1,4
13609000,1,4
14116000,1,4
14616000,1,4
15121000,1,4
15630000,1,4
15861000,1,4
16220000,1,4
16405000,2,7
16556000,2,7
17065000,2,7
17157000,2,7
17185000,2,7
17228000,2,7
17741000,2,7
18250000,2,7
18458000,2,7
18484000,2,7
18993000,2,7
19494000,2,7
20000000,2,7
20505000,2,7
21012000,2,7
21517000,2,7
22017000,2,7
22520000,2,7
23025000,2,7
23529000,2,7
23644000,2,7
23737000,2,7
23832000,2,7
23882000,2,7
24384000,2,7
24892000,2,7
25392000,2,7
25893000,2,7
26396000,2,7
26905000,2,7
27046000,2,7
27070000,2,7
27245000,2,7
27749000,2,7
28257000,2,7
28765000,2,7
29273000,2,7
29776000,2,7
30279000,2,7
30789000,2,7
31292000,2,7
31800000,2,7
32314000,2,7
32820000,2,7
33328000,2,7
33832000,2,7
34337000,2,7
34841000,2,7
35356000,2,7
35860000,2,7
36366000,2,7
36870000,2,7
37304000,2,7
37549000,3,11
37560000,3,11
38065000,3,11
38565000,3,11
39076000,3,11
39577000,3,11
40088000,3,11
40589000,3,11
41098000,3,11
41601000,3,11
42106000,3,11
42418000,3,11
42818000,3,11
43330000,3,11
