timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
500000,500000,1310988,1310988,-7.4568848e-06,1.8109495e-05,-7.4568316e-06,-0.0001436521,-0.00019632385,-0.039025497,4000,4000,0,0
1000000,1000000,1310988,1310988,-3.1957998e-06,2.0240022e-05,-5.3263257e-06,8.140286e-05,0.00034476578,-0.038829163,4000,4000,0,0
1500000,1500000,1310988,1310988,5.3263275e-06,4.261052e-06,-2.1305295e-06,-0.00016759413,-2.3941335e-05,-0.039068587,4000,4000,0,0
2000000,2000000,1310988,1310988,1.9174757e-05,5.3263557e-06,1.0652635e-05,0.00028730422,-0.00011492101,-0.03928406,4000,4000,0,0
2500000,2500000,1310988,1310988,-3.1957888e-06,3.1957818e-06,1.1717915e-05,-0.00014365211,-0.0002059007,-0.039375048,4000,4000,0,0
3000000,3000000,1310988,1310988,-2.1305243e-06,-6.391587e-06,2.1305366e-06,-2.3942017e-05,-0.00014843984,-0.039126046,4000,4000,0,0
3500000,3500000,1310988,1310988,-3.1957984e-06,-6.391594e-06,5.326313e-06,9.5768075e-05,0.00017717162,-0.039341528,4000,4000,0,0
4000000,4000000,1310988,1310988,1.2783122e-05,1.2783102e-05,5.752431e-05,-0.0003734955,9.578174e-06,-0.078261666,8000,8000,0,0
4500000,4500000,1310988,1310988,7.4568547e-06,-1.38484365e-05,7.4568534e-06,8.140285e-05,0.00032082372,-0.038795654,4000,4000,0,0
5000000,5000000,1310988,1310988,1.7044234e-05,2.1305299e-05,1.1717893e-05,-0.00021068976,-3.3518147e-05,-0.03904943,4000,4000,0,0
5500000,5500000,1310988,1310988,1.0652635e-05,1.7044242e-05,2.130528e-06,0.00010534488,-0.00013407394,-0.07874052,8000,8000,0,0
6000000,6000000,1310988,1310988,1.065265e-05,-2.5566333e-05,2.0240042e-05,-0.00017717094,0.00019153682,-0.039164353,4000,4000,0,0
6500000,6500000,1310988,1310988,-1.4913741e-05,1.3848385e-05,-4.261104e-06,1.9153616e-05,9.577486e-06,-0.038958456,4000,4000,0,0
7000000,7000000,1310988,1310988,-8.5221445e-06,1.4913588e-05,-3.621904e-05,-0.00042137952,0.0002585752,-0.07828084,8000,8000,0,0
7500000,7500000,1310988,1310988,-7.4568284e-06,1.8109504e-05,-1.7044242e-05,-0.0001436521,-0.00016759346,-0.03923139,4000,4000,0,0
8000000,8000000,1310988,1310988,-2.0240019e-05,-1.3848442e-05,4.2610673e-06,2.873042e-05,9.577498e-06,-0.03935589,4000,4000,0,0
8500000,8500000,1310988,1310988,-4.2610823e-06,-7.4568243e-06,2.9827412e-05,-7.6614466e-05,9.0980364e-05,-0.03928406,4000,4000,0,0
9001000,9001000,1310988,1310988,-1.0652614e-05,1.5978985e-05,1.1984227e-05,4.1898526e-05,-5.9846448e-06,-0.04923676,5000,5000,0,0
9501000,9501000,1310988,1310988,-1.7310536e-05,1.0652669e-05,-2.5300025e-05,0.000101753554,-0.00014963675,-0.049039233,5000,5000,0,0
10000000,10000000,1310988,1310988,-3.195784e-06,-2.1305336e-06,1.17179125e-05,0.00012928691,-0.00014365143,-0.039149992,4000,4000,0,0
10504000,10504000,1310988,1310988,4.0480052e-05,1.9174708e-05,-3.4088498e-05,-7.6614466e-05,0.0002873056,-0.07810844,8000,8000,0,0
11000000,11000000,1310988,1310988,6.3915572e-06,2.5566349e-05,-6.391624e-06,9.576806e-06,-7.661309e-05,-0.07852025,8000,8000,0,0
11500000,11500000,1310988,1310988,2.1304984e-06,1.7044209e-05,-2.5566369e-05,-3.351883e-05,-0.00011492099,-0.03945645,4000,4000,0,0
12000000,12000000,1310988,1310988,-7.4568443e-06,-6.391588e-06,-4.261071e-06,0.00018195936,5.7461526e-05,-0.03931279,4000,4000,0,0
12500000,12500000,1310988,1310988,-9.587382e-06,6.391579e-06,2.0240026e-05,0.0,-7.182537e-05,-0.039403778,4000,4000,0,0
13001000,13001000,1310988,1310988,-9.321021e-06,2.663123e-06,-2.2636892e-05,-0.00019752163,0.00017358045,-0.048470605,5000,5000,0,0
13500000,13500000,1310988,1310988,9.587366e-06,2.0240026e-05,-5.32634e-06,2.394202e-05,-0.00011492101,-0.039039854,4000,4000,0,0
14000000,14000000,1310988,1310988,-9.587385e-06,-5.3263125e-06,1.384844e-05,0.00014844054,-0.0001053442,-0.038987186,4000,4000,0,0
14508000,14492000,1310988,1310988,-9.587359e-06,-9.587381e-06,-2.876215e-05,0.00010534488,4.789089e-06,-0.03931279,4000,4000,0,0
15001000,14980000,1310988,1310988,-6.391597e-06,-6.3915804e-06,6.391585e-06,-4.7884037e-05,-0.00013407462,-0.039092526,4000,4000,0,0
15500000,15484000,1310988,1310988,-8.522112e-06,2.1305327e-06,-1.3848441e-05,0.00011013329,-7.661378e-05,-0.039346315,4000,4000,0,0
