timestamp,rtl_time_s,rtl_limit_fraction
11024000,0.0,0.0
12035000,0.097661786,0.0001085131
13036000,0.13084406,0.00014538229
14044000,0.19832273,0.0002203586
15076000,0.01233718,1.3707978e-05
16104000,0.08467933,9.4088144e-05
17136000,0.0057554664,6.394963e-06
18144000,0.08103396,9.0037734e-05
19156000,0.5395797,0.000599533
20156000,0.76074475,0.000845272
21172000,0.87876177,0.000976402
22172000,0.87665445,0.00097406056
23184000,0.83963263,0.0009329252
24196000,0.81274635,0.0009030515
25200000,0.82021284,0.0009113476
26216000,0.86169523,0.00095743925
27236000,0.8793615,0.0009770684
28256000,0.903466,0.0010038511
29264000,0.9780854,0.0010867616
30264000,0.9595907,0.0010662118
31264000,0.9362916,0.001040324
32276000,0.98385483,0.001093172
33284000,0.97974855,0.0010886096
34296000,1.0027535,0.0011141706
35296000,0.97207886,0.0010800877
36304000,0.9393783,0.0010437537
37316000,0.48788488,0.0005420943
38320000,0.15246953,0.0001694106
39328000,0.20226274,0.00022473639
40336000,0.11459555,0.00012732839
41364000,0.08452833,9.392037e-05
