timestamp,load,ram_usage
1512000,0.0,0.7324907
2010000,0.0,0.73252136
2509000,0.0,0.7328996
3012000,0.0,0.7328946
3517000,0.0,0.73270684
4013000,0.0,0.7327846
4510000,0.0,0.73276085
5013000,0.0,0.73277515
5509000,0.0,0.7327175
6009000,0.0,0.7326966
6512000,0.0,0.7320831
7012000,0.0,0.73231196
7518000,0.019607844,0.7321306
8010000,0.0,0.73243296
8513000,0.0,0.73255855
9009000,0.0,0.7326121
9509000,0.0,0.73258585
10009000,0.0,0.7326574
10510000,0.0,0.7327273
11009000,0.0,0.7327528
11516000,0.0,0.73253304
12009000,0.0,0.7324802
12509000,0.0,0.73233336
13013000,0.0,0.7323429
13509000,0.0,0.7326715
14009000,0.0,0.7328723
14509000,0.0,0.7329388
15009000,0.0,0.73295075
15510000,0.0,0.732888
16013000,0.0,0.73292464
16513000,0.0,0.7331606
17012000,0.0,0.73318976
17509000,0.0,0.73307824
18009000,0.0,0.73312116
18513000,0.0,0.7329481
19012000,0.0,0.7329075
19512000,0.0,0.7326584
20012000,0.0,0.7327423
20509000,0.0,0.73268664
21012000,0.0,0.73286057
21510000,0.0,0.73277056
22010000,0.0,0.7327755
22510000,0.0,0.7327754
23013000,0.0,0.7328094
23512000,0.04,0.73263645
24013000,0.0,0.73268
24509000,0.0,0.7331092
25012000,0.0,0.7330434
25509000,0.0,0.73310906
26012000,0.0,0.7330155
26509000,0.0,0.732785
27009000,0.02,0.7331457
27512000,0.0,0.7331996
28013000,0.0,0.7332095
28509000,0.0,0.7331482
29010000,0.0,0.7331082
29510000,0.0,0.7330773
30013000,0.0,0.73308414
30513000,0.0,0.733065
31009000,0.04,0.73293763
31509000,0.0,0.7328925
32010000,0.0,0.73288494
32512000,0.0,0.73279136
33009000,0.0,0.73254544
33511000,0.0,0.7324099
34009000,0.0,0.7325335
34509000,0.0,0.73252785
35009000,0.0,0.732281
35510000,0.0,0.7322171
36012000,0.0,0.73214865
36512000,0.0,0.73213947
37012000,0.0,0.7319336
37510000,0.0,0.73231244
38013000,0.0,0.7322771
38513000,0.0,0.7318257
39009000,0.0,0.73181605
39512000,0.0,0.7321873
40013000,0.0,0.7322771
40512000,0.0,0.73219436
41012000,0.0,0.7322113
41509000,0.0,0.7321972
42010000,0.0,0.7322204
42512000,0.0,0.73222816
43012000,0.0,0.73222107
