timestamp,speed_xy,speed_up,speed_down,want_takeoff
12028000,5.0,3.0,1.0,0
12048000,5.0,3.0,1.0,0
13008000,5.0,3.0,1.0,0
14040000,5.0,3.0,1.0,0
15040000,5.0,3.0,1.0,0
16040000,5.0,3.0,1.0,0
17040000,5.0,3.0,1.0,0
18044000,5.0,3.0,1.0,0
19045000,5.0,3.0,1.0,0
20028000,5.0,3.0,1.0,0
21028000,5.0,3.0,1.0,0
22040000,5.0,3.0,1.0,0
22860000,5.0,3.0,1.0,0
49554000,5.0,3.0,1.0,0
49570000,5.0,3.0,1.0,0
50558000,5.0,3.0,1.0,0
51558000,5.0,3.0,1.0,0
52558000,5.0,3.0,1.0,0
53558000,5.0,3.0,1.0,0
54538000,5.0,3.0,1.0,0
