timestamp,accel_device_id,gyro_device_id
32000,1310988,1310988
560000,1310988,1310988
6492000,1310996,1310996
7244000,1311004,1311004
7552000,1310988,1310988
10237000,1310996,1310996
11468000,1310988,1310988
13372000,1310996,1310996
15252000,1310988,1310988
15276000,1311004,1311004
19180000,1310988,1310988
20368000,1311004,1311004
20556000,1311004,1311004
21768000,1310996,1310996
25304000,1311004,1311004
28624000,1310988,1310988
29428000,1311004,1311004
30138000,1310988,1310988
30210000,1310996,1310996
30630000,1310988,1310988
30717000,1310988,1310988
30730000,1310996,1310996
32846000,1310988,1310988
33026000,1311004,1311004
33154000,1310988,1310988
38138000,1310996,1310996
38142000,1310988,1310988
38157000,1310996,1310996
38162000,1310988,1310988
38233000,1311004,1311004
38381000,1310996,1310996
38393000,1310996,1310996
38414000,1311004,1311004
38426000,1310996,1310996
38433000,1311004,1311004
38658000,1310996,1310996
38666000,1310988,1310988
38674000,1310996,1310996
38682000,1310988,1310988
38705000,1311004,1311004
38726000,1310996,1310996
38730000,1311004,1311004
38750000,1310996,1310996
38758000,1311004,1311004
39077000,1310996,1310996
39098000,1310988,1310988
39133000,1311004,1311004
39154000,1310988,1310988
39225000,1310996,1310996
39225000,1310988,1310988
39297000,1310996,1310996
39297000,1310988,1310988
39497000,1310996,1310996
39497000,1311004,1311004
39566000,1310996,1310996
39566000,1311004,1311004
39598000,1310988,1310988
39617000,1310996,1310996
39622000,1310988,1310988
39694000,1310996,1310996
39702000,1310988,1310988
39706000,1310996,1310996
39710000,1310988,1310988
39998000,1311004,1311004
40022000,1310996,1310996
43142000,1311004,1311004
43246000,1310996,1310996
43766000,1311004,1311004
43786000,1310996,1310996
43818000,1311004,1311004
43833000,1310996,1310996
43970000,1310988,1310988
49329000,1310988,1310988
49414000,1311004,1311004
50558000,1310988,1310988
