timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
22048000,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,1,0,0,0,0,1
22792000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
22889000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
22993000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
28581000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
28585000,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,1,0,0,0,0,1
29603000,-1.0,0.0,2.0,3.0,0.0,0.0,666.0,183,1,0,0,0,0,1
34611000,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,1,0,0,0,0,1
34611000,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,1,0,0,0,0,1
37625000,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,1,0,0,0,0,1
37641000,0.0,0.0,2.0,9.0,12.0,3.0,666.0,183,1,0,0,0,0,1
47661000,0.0,0.0,2.0,9.0,0.0,0.0,777.0,183,1,0,0,0,0,1
47673000,28.14295768737793,112.98371124267578,0.0,0.0,0.0,0.0,50.95,21,1,0,0,0,0,1
47673000,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,1,0,0,0,0,1
52702000,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,1,0,0,0,0,1
52706000,0.0,0.0,0.0,21196.0,0.0,0.0,0.0,400,1,0,0,0,0,1
