timestamp,load,ram_usage
15012000,0.0,0.65192795
15509000,0.0,0.6520113
16013000,0.0,0.6519133
16508000,0.0,0.65887433
17012000,0.0,0.6627342
17508000,0.0,0.66275096
18009000,0.0,0.6626855
18513000,0.0,0.66267914
19008000,0.02,0.6626165
19512000,0.0,0.66260165
20013000,0.0,0.6625943
20512000,0.0,0.66251147
21008000,0.0,0.66246146
21508000,0.0,0.6625038
22008000,0.0,0.6626353
22508000,0.0,0.66190946
23009000,0.0,0.661714
23509000,0.0,0.6620758
24008000,0.0,0.6618253
24513000,0.0,0.6617718
25008000,0.0,0.6617761
25508000,0.0,0.6617138
26009000,0.0,0.66170865
26512000,0.0,0.661679
27009000,0.0,0.6619364
27508000,0.0,0.66202
28012000,0.0,0.6619729
28508000,0.0,0.6619912
29008000,0.0,0.6619607
29509000,0.0,0.6619281
30008000,0.0,0.6618824
30508000,0.0,0.6618916
31008000,0.0,0.6618664
31508000,0.0,0.6618687
32009000,0.0,0.6618533
32509000,0.0,0.6618311
33009000,0.0,0.6617817
33508000,0.0,0.66179234
34012000,0.0,0.66159314
34509000,0.0,0.661807
35009000,0.0,0.65916747
35508000,0.0,0.6595969
36009000,0.0,0.65955776
36508000,0.0,0.65926933
37008000,0.0,0.6594017
37509000,0.0,0.6593345
38008000,0.0,0.6591155
38509000,0.0,0.6587288
39012000,0.0,0.6587707
39508000,0.0,0.6587971
40009000,0.0,0.6587543
40508000,0.0,0.6587524
41009000,0.0,0.65875226
41512000,0.0,0.6590226
42012000,0.0,0.65902025
42508000,0.0,0.6590207
