timestamp,saturation_status
996000,1529
2004000,1529
3000000,1529
4004000,1533
5000000,1533
6001000,1533
7001000,1533
8004000,1533
9005000,1533
10004000,1533
11004000,1533
12000000,1533
13005000,1533
14001000,1533
15005000,1533
15996000,1533
17001000,1
18000000,1
19004000,1
20001000,1
21004000,1
22000000,1
23000000,1
24004000,1
25004000,1
26004000,1
27000000,1
28005000,1
29004000,1
30000000,1
31000000,1
32000000,1
33000000,1
34000000,1
35000000,1
36004000,1
37001000,1
38000000,1
39000000,1
40004000,1533
41000000,1533
42001000,1533
