timestamp,speed_xy,speed_up,speed_down,want_takeoff
11345000,5.0,3.0,1.0,0
11365000,5.0,3.0,1.0,0
12345000,5.0,3.0,1.0,0
13341000,5.0,3.0,1.0,0
14341000,5.0,3.0,1.0,0
15345000,5.0,3.0,1.0,0
16341000,5.0,3.0,1.0,0
17341000,5.0,3.0,1.0,0
18337000,5.0,3.0,1.0,0
19337000,5.0,3.0,1.0,0
20345000,5.0,3.0,1.0,0
21325000,5.0,3.0,1.0,0
22345000,5.0,3.0,1.0,0
22901000,5.0,3.0,1.0,0
47694000,5.0,3.0,1.0,0
47713000,5.0,3.0,1.0,0
48681000,5.0,3.0,1.0,0
49693000,5.0,3.0,1.0,0
50681000,5.0,3.0,1.0,0
51681000,5.0,3.0,1.0,0
52681000,5.0,3.0,1.0,0
