timestamp,mag_inconsistency_angle
501000,0.0
1005000,0.0
1501000,0.0
1997000,0.0
2501000,2.2665135e-05
3001000,1.647494e-07
3505000,2.0001083e-09
4000000,1.6109124e-11
4497000,1.232577e-13
4997000,5.943857e-16
5501000,5.877496e-18
5997000,3.1405043e-20
6493000,3.2688859e-22
7001000,1.7466546e-24
7501000,1.2061363e-26
8001000,8.32886e-29
8505000,8.235868e-31
9001000,7.349888e-33
9501000,7.650349e-35
10005000,7.963087e-37
10500000,5.788247e-39
10996000,4.6621e-41
11497000,3.57e-43
11993000,1.3e-44
12497000,1.3e-44
13005000,1.3e-44
13501000,1.3e-44
14001000,1.3e-44
14500000,1.3e-44
15001000,7.549796e-05
15501000,7.09223e-07
16000000,6.329277e-09
16501000,5.945683e-11
16997000,9.176269e-05
17501000,6.336584e-07
17997000,0.0003656216
18501000,6.93027e-05
19001000,0.00015674095
19501000,0.00015055072
20001000,3.7509233e-06
20497000,4.230853e-05
21001000,0.00012208958
21501000,4.188616e-06
22001000,1.4105555e-08
22497000,8.351225e-11
22805000,6.425844e-12
