timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
513000,inf,0,1,1,1,0,0,1,1,0,1
1517000,inf,0,1,1,1,0,0,1,0,0,1
2521000,inf,0,1,1,1,0,0,1,0,0,1
3525000,inf,0,1,1,1,0,0,1,0,0,1
4532000,inf,0,1,1,1,0,0,1,0,0,1
5533000,inf,0,1,1,1,0,0,1,0,0,1
6552000,inf,0,1,1,1,0,0,1,0,0,1
7553000,inf,0,1,1,1,0,0,1,0,0,1
8564000,inf,0,1,1,1,0,0,1,0,0,1
9564000,inf,0,1,1,1,0,0,1,0,0,1
10564000,inf,0,1,1,1,0,0,1,0,0,1
11084000,inf,0,1,1,1,1,1,1,0,0,1
12093000,inf,0,1,1,1,1,1,1,0,0,1
13096000,inf,0,1,1,1,1,1,1,0,0,1
14097000,inf,0,1,1,1,1,1,1,0,0,1
15100000,inf,0,1,1,1,1,1,1,0,0,1
15237000,inf,0,1,1,1,0,0,1,0,0,1
16245000,inf,0,1,1,1,0,0,1,0,0,1
17125000,inf,0,1,1,1,1,0,1,0,0,1
17817000,inf,0,1,0,0,1,0,1,0,0,1
17825000,inf,0,0,0,0,1,0,1,0,0,1
18837000,inf,0,0,0,0,1,0,0,0,0,1
19845000,inf,0,0,0,0,1,0,0,0,0,1
20852000,inf,0,0,0,0,1,0,0,0,0,1
21865000,inf,0,0,0,0,1,0,0,0,0,1
22821000,inf,0,0,0,0,0,0,0,0,0,1
23828000,inf,0,0,0,0,0,0,0,0,0,1
24829000,inf,0,0,0,0,0,0,0,0,0,1
25832000,inf,0,0,0,0,0,0,0,0,0,1
26835000,inf,0,0,0,0,0,0,0,0,0,1
27835000,inf,0,0,0,0,0,0,0,0,0,1
28844000,inf,0,0,0,0,0,0,0,0,0,1
29848000,inf,0,0,0,0,0,0,0,0,0,1
30855000,inf,0,0,0,0,0,0,0,0,0,1
31860000,inf,0,0,0,0,0,0,0,0,0,1
32861000,inf,0,0,0,0,0,0,0,0,0,1
33861000,inf,0,0,0,0,0,0,0,0,0,1
34873000,inf,0,0,0,0,0,0,0,0,0,1
35881000,inf,0,0,0,0,0,0,0,0,0,1
36889000,inf,0,0,0,0,0,0,0,0,0,1
37892000,inf,0,0,0,0,0,0,0,0,0,1
38896000,inf,0,0,0,0,0,0,0,0,0,1
39900000,inf,0,0,0,0,0,0,0,0,0,1
40901000,inf,0,0,0,0,0,0,0,0,0,1
41901000,inf,0,0,0,0,0,0,0,0,0,1
42908000,inf,0,0,0,0,0,0,0,0,0,1
43912000,inf,0,0,0,0,0,0,0,1,0,1
44025000,inf,0,0,0,0,1,1,0,1,0,1
45032000,inf,0,0,0,0,1,1,0,1,0,1
45725000,inf,0,1,0,0,1,1,1,0,0,1
46081000,inf,0,1,1,0,1,1,1,0,0,1
46420000,inf,0,1,1,1,1,1,1,0,0,1
47420000,inf,0,1,1,1,1,1,1,0,0,1
48423000,inf,0,1,1,1,1,1,1,0,0,1
49433000,inf,0,1,1,1,1,1,1,0,0,1
