timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
504000,504000,0.0,0.0,0.0
509000,509000,0.0,0.0,0.0
521000,521000,0.0,0.0,0.0
525000,525000,0.0,0.0,0.0
540000,540000,0.0,0.0,0.0
544000,544000,0.0,0.0,0.0
556000,556000,0.0,0.0,0.0
565000,565000,0.0,0.0,0.0
576000,576000,0.0,0.0,0.0
589000,589000,0.0,0.0,0.0
593000,593000,0.0,0.0,0.0
604000,604000,0.0,0.0,0.0
616000,616000,0.0,0.0,0.0
623000,623000,0.0,0.0,0.0
636000,636000,0.0,0.0,0.0
645000,645000,0.0,0.0,0.0
656000,656000,0.0,0.0,0.0
671000,671000,0.0,0.0,0.0
676000,676000,0.0,0.0,0.0
684000,684000,0.0,0.0,0.0
697000,697000,0.0,0.0,0.0
709000,709000,0.0,0.0,0.0
717000,717000,0.0,0.0,0.0
725000,725000,0.0,0.0,0.0
735000,735000,0.0,0.0,0.0
744000,744000,0.0,0.0,0.0
756000,756000,0.0,0.0,0.0
764000,764000,0.0,0.0,0.0
780000,780000,0.0,0.0,0.0
784000,784000,0.0,0.0,0.0
801000,801000,0.0,0.0,0.0
805000,805000,0.0,0.0,0.0
817000,817000,0.0,0.0,0.0
824000,824000,0.0,0.0,0.0
833000,833000,0.0,0.0,0.0
844000,844000,0.0,0.0,0.0
860000,860000,0.0,0.0,0.0
864000,864000,0.0,0.0,0.0
876000,876000,0.0,0.0,0.0
887000,887000,0.0,0.0,0.0
896000,896000,0.0,0.0,0.0
905000,905000,0.0,0.0,0.0
917000,917000,0.0,0.0,0.0
925000,925000,0.0,0.0,0.0
937000,937000,0.0,0.0,0.0
947000,947000,0.0,0.0,0.0
956000,956000,0.0,0.0,0.0
965000,965000,0.0,0.0,0.0
975000,975000,0.0,0.0,0.0
984000,984000,0.0,0.0,0.0
997000,997000,0.0,0.0,0.0
1005000,1005000,0.0,0.0,0.0
1017000,1017000,0.0,0.0,0.0
1024000,1024000,0.0,0.0,0.0
1037000,1037000,0.0,0.0,0.0
1045000,1045000,0.0,0.0,0.0
1057000,1057000,0.0,0.0,0.0
1068000,1068000,0.0,0.0,0.0
1076000,1076000,0.0,0.0,0.0
1085000,1085000,0.0,0.0,0.0
1097000,1097000,0.0,0.0,0.0
1108000,1108000,0.0,0.0,0.0
1117000,1117000,0.0,0.0,0.0
1124000,1124000,0.0,0.0,0.0
1136000,1136000,0.0,0.0,0.0
1144000,1144000,0.0,0.0,0.0
1156000,1156000,0.0,0.0,0.0
1169000,1169000,0.0,0.0,0.0
1177000,1177000,0.0,0.0,0.0
1184000,1184000,0.0,0.0,0.0
1193000,1193000,0.0,0.0,0.0
1208000,1208000,0.0,0.0,0.0
1217000,1217000,0.0,0.0,0.0
1225000,1225000,0.0,0.0,0.0
1237000,1237000,0.0,0.0,0.0
1245000,1245000,0.0,0.0,0.0
1256000,1256000,0.0,0.0,0.0
1264000,1264000,0.0,0.0,0.0
1281000,1281000,0.0,0.0,0.0
1284000,1284000,0.0,0.0,0.0
1296000,1296000,0.0,0.0,0.0
1304000,1304000,0.0,0.0,0.0
1313000,1313000,0.0,0.0,0.0
1328000,1328000,0.0,0.0,0.0
1336000,1336000,0.0,0.0,0.0
1344000,1344000,0.0,0.0,0.0
1356000,1356000,0.0,0.0,0.0
1373000,1373000,0.0,0.0,0.0
1380000,1380000,0.0,0.0,0.0
1384000,1384000,0.0,0.0,0.0
1396000,1396000,0.0,0.0,0.0
1405000,1405000,0.0,0.0,0.0
1412000,1412000,0.0,0.0,0.0
1429000,1429000,0.0,0.0,0.0
1437000,1437000,0.0,0.0,0.0
1445000,1445000,0.0,0.0,0.0
1455000,1455000,0.0,0.0,0.0
1464000,1464000,0.0,0.0,0.0
1476000,1476000,0.0,0.0,0.0
1485000,1485000,0.0,0.0,0.0
1495000,1495000,0.0,0.0,0.0
1504000,1504000,0.0,0.0,0.0
1517000,1517000,0.0,0.0,0.0
1524000,1524000,0.0,0.0,0.0
1536000,1536000,0.0,0.0,0.0
1549000,1549000,0.0,0.0,0.0
1557000,1557000,0.0,0.0,0.0
1568000,1568000,0.0,0.0,0.0
1576000,1576000,0.0,0.0,0.0
1585000,1585000,0.0,0.0,0.0
1597000,1597000,0.0,0.0,0.0
1604000,1604000,0.0,0.0,0.0
1617000,1617000,0.0,0.0,0.0
1624000,1624000,0.0,0.0,0.0
1637000,1637000,0.0,0.0,0.0
1645000,1645000,0.0,0.0,0.0
1657000,1657000,0.0,0.0,0.0
1664000,1664000,0.0,0.0,0.0
1677000,1677000,0.0,0.0,0.0
1685000,1685000,0.0,0.0,0.0
1695000,1695000,0.0,0.0,0.0
1705000,1705000,0.0,0.0,0.0
1717000,1717000,0.0,0.0,0.0
1727000,1727000,0.0,0.0,0.0
1736000,1736000,0.0,0.0,0.0
1744000,1744000,0.0,0.0,0.0
1758000,1758000,0.0,0.0,0.0
1765000,1765000,0.0,0.0,0.0
1776000,1776000,0.0,0.0,0.0
1780000,1780000,0.0,0.0,0.0
1795000,1795000,0.0,0.0,0.0
1809000,1809000,0.0,0.0,0.0
1816000,1816000,0.0,0.0,0.0
1825000,1825000,0.0,0.0,0.0
1837000,1837000,0.0,0.0,0.0
1847000,1847000,0.0,0.0,0.0
1856000,1856000,0.0,0.0,0.0
1865000,1865000,0.0,0.0,0.0
1877000,1877000,0.0,0.0,0.0
1884000,1884000,0.0,0.0,0.0
1892000,1892000,0.0,0.0,0.0
1908000,1908000,0.0,0.0,0.0
1916000,1916000,0.0,0.0,0.0
1924000,1924000,0.0,0.0,0.0
1936000,1936000,0.0,0.0,0.0
1944000,1944000,0.0,0.0,0.0
1960000,1960000,0.0,0.0,0.0
1969000,1969000,0.0,0.0,0.0
1977000,1977000,0.0,0.0,0.0
1985000,1985000,0.0,0.0,0.0
2000000,2000000,0.0,0.0,0.0
2005000,2005000,0.0,0.0,0.0
2016000,2016000,0.0,0.0,0.0
2024000,2024000,0.0,0.0,0.0
2035000,2035000,0.0,0.0,0.0
2048000,2048000,0.0,0.0,0.0
2057000,2057000,0.0,0.0,0.0
2069000,2069000,0.0,0.0,0.0
2075000,2075000,0.0,0.0,0.0
2084000,2084000,0.0,0.0,0.0
2096000,2096000,0.0,0.0,0.0
2109000,2109000,0.0,0.0,0.0
2117000,2117000,0.0,0.0,0.0
2125000,2125000,0.0,0.0,0.0
2136000,2136000,0.0,0.0,0.0
2144000,2144000,0.0,0.0,0.0
2156000,2156000,0.0,0.0,0.0
2165000,2165000,0.0,0.0,0.0
2180000,2180000,0.0,0.0,0.0
2185000,2185000,0.0,0.0,0.0
2197000,2197000,0.0,0.0,0.0
2205000,2205000,0.0,0.0,0.0
2216000,2216000,0.0,0.0,0.0
2228000,2228000,0.0,0.0,0.0
2236000,2236000,0.0,0.0,0.0
2249000,2249000,0.0,0.0,0.0
2256000,2256000,0.0,0.0,0.0
2264000,2264000,0.0,0.0,0.0
2275000,2275000,0.0,0.0,0.0
2284000,2284000,0.0,0.0,0.0
2296000,2296000,0.0,0.0,0.0
2304000,2304000,0.0,0.0,0.0
2321000,2321000,0.0,0.0,0.0
2326000,2326000,0.0,0.0,0.0
2335000,2335000,0.0,0.0,0.0
2344000,2344000,0.0,0.0,0.0
2356000,2356000,0.0,0.0,0.0
2367000,2367000,0.0,0.0,0.0
2376000,2376000,0.0,0.0,0.0
2385000,2385000,0.0,0.0,0.0
2397000,2397000,0.0,0.0,0.0
2404000,2404000,0.0,0.0,0.0
2417000,2417000,0.0,0.0,0.0
2428000,2428000,0.0,0.0,0.0
2437000,2437000,0.0,0.0,0.0
2445000,2445000,0.0,0.0,0.0
2455000,2455000,0.0,0.0,0.0
2464000,2464000,0.0,0.0,0.0
2476000,2476000,0.0,0.0,0.0
2485000,2485000,0.0,0.0,0.0
2496000,2496000,0.0,0.0,0.0
2501000,2501000,0.0,0.0,0.0
2517000,2517000,0.0,0.0,0.0
2528000,2528000,0.0,0.0,0.0
2537000,2537000,0.0,0.0,0.0
2544000,2544000,0.0,0.0,0.0
2556000,2556000,0.0,0.0,0.0
2564000,2564000,0.0,0.0,0.0
2577000,2577000,0.0,0.0,0.0
2584000,2584000,0.0,0.0,0.0
2597000,2597000,0.0,0.0,0.0
2609000,2609000,0.0,0.0,0.0
2617000,2617000,0.0,0.0,0.0
2625000,2625000,0.0,0.0,0.0
2637000,2637000,0.0,0.0,0.0
2644000,2644000,0.0,0.0,0.0
2656000,2656000,0.0,0.0,0.0
2665000,2665000,0.0,0.0,0.0
2676000,2676000,0.0,0.0,0.0
