timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
23303000,23303000,0.5328183,0.00010846135,0.084164664,3.033571,0.00025945553,2.979758,0
23316000,23316000,0.5327566,0.00010712693,0.09271321,3.0169358,0.00031657354,2.9607546,0
23400000,23400000,0.53227216,9.7297096e-05,0.09601353,2.8900428,0.00035441987,2.8407707,0
23509000,23509000,0.53161603,8.49975e-05,0.070803806,2.727024,0.00020425925,2.692126,0
23612000,23612000,0.5312601,7.650048e-05,0.05536136,2.600576,0.00013094877,2.558741,0
23712000,23712000,0.5309765,6.920687e-05,0.05483684,2.4704595,0.00013524605,2.435499,0
23812000,23812000,0.5307293,6.293124e-05,0.0413433,2.3525841,8.072771e-05,2.3181603,0
23896000,23896000,0.5306362,5.8003374e-05,-0.003140173,2.247266,4.8753986e-07,2.224001,0
24005000,24005000,0.5307358,5.3177875e-05,-0.034286167,2.1437376,6.092896e-05,2.1077545,0
24109000,24109000,0.5308826,4.8483485e-05,-0.024434708,2.0270927,3.27264e-05,2.0024097,0
24208000,24208000,0.5309313,4.468879e-05,0.001914408,1.9299875,2.1099493e-07,1.9068792,0
24312000,24312000,0.5308191,4.1276373e-05,0.047201835,1.8355707,0.00013486652,1.811276,0
24412000,24412000,0.53082,3.8173137e-05,-0.031528503,1.7462618,6.3249165e-05,1.7240617,1
24513000,24513000,0.530215,3.5367768e-05,0.17078704,1.6635772,0.0019481587,1.6406493,1
24605000,24605000,0.5298519,3.311753e-05,0.044516247,1.585457,0.00013888012,1.5677826,1
24697000,24697000,0.529879,3.0858857e-05,-0.045217544,1.5153167,0.00014992291,1.4981136,1
24809000,24809000,0.53021795,2.8617227e-05,-0.09565522,1.4306418,0.0007106306,1.4180839,1
24909000,24909000,0.53053457,2.6753913e-05,-0.06856533,1.3646945,0.00038276412,1.3501853,1
25008000,25008000,0.5307286,2.5034558e-05,-0.035922498,1.29954,0.00011033184,1.2858183,1
25109000,25109000,0.5308149,2.3445433e-05,-0.013031537,1.2361085,1.5264835e-05,1.2231449,1
25204000,25204000,0.5308273,2.2117962e-05,0.006422814,1.181557,3.8793014e-06,1.166925,1
25308000,25308000,0.5307675,2.0609383e-05,0.031947777,1.1215873,0.00010111269,1.1083374,1
25408000,25408000,0.53062105,1.9346351e-05,0.05125898,1.0657692,0.00027392662,1.0548235,1
25504000,25504000,0.5304821,1.8290617e-05,0.038071394,1.0197524,0.00015792843,1.0058748,1
25608000,25608000,0.5303423,1.7116121e-05,0.021283962,1.0059248,5.0037648e-05,1.0,1
25711000,25711000,0.53032833,1.618357e-05,-0.012780858,1.0055438,1.8049972e-05,1.0,1
25812000,25812000,0.53044504,1.5355898e-05,-0.061271638,1.0052265,0.00041496605,1.0,1
25909000,25909000,0.5306364,1.4611231e-05,-0.079556495,1.0049579,0.000699779,1.0,1
26009000,26009000,0.5308225,1.3939183e-05,-0.070087284,1.0047083,0.0005432453,1.0,1
26113000,26113000,0.5310354,1.3331516e-05,-0.097675726,1.0044858,0.0010553268,1.0,1
26203000,26203000,0.5312328,1.2827805e-05,-0.08800979,1.0043232,0.0008569312,1.0,1
26309000,26309000,0.5314176,1.2311529e-05,-0.06719922,1.0041684,0.00049966556,1.0,1
26409000,26409000,0.5315453,1.1832552e-05,-0.040412832,1.0040375,0.00018073659,1.0,1
26509000,26509000,0.5315918,1.13412025e-05,0.010003295,1.0039027,1.1075212e-05,1.0,1
26604000,26604000,0.53154314,1.0970458e-05,0.041887432,1.0037904,0.00019421465,1.0,1
26705000,26705000,0.5314334,1.0544507e-05,0.058481514,1.0036516,0.00037862713,1.0,1
26808000,26808000,0.5313243,1.022681e-05,0.058250472,1.003528,0.00037568764,1.0,1
26901000,26901000,0.5312528,9.92639e-06,0.037585653,1.0034127,0.00015643075,1.0,1
27011000,27011000,0.5311958,9.552469e-06,0.011151932,1.0032587,1.3773514e-05,1.0,1
27105000,27105000,0.53119606,9.295298e-06,-0.020439327,1.003147,4.627283e-05,1.0,1
27204000,27204000,0.5312701,9.026182e-06,-0.049620636,1.0030615,0.0002727436,1.0,1
27309000,27309000,0.5313596,8.746739e-06,-0.037784245,1.0029898,0.00015815484,1.0,1
27407000,27407000,0.53137183,8.505679e-06,0.009264201,1.0029093,9.508494e-06,1.0,1
27508000,27508000,0.53136176,8.280004e-06,0.0024248743,1.0028212,6.514971e-07,1.0,1
