timestamp,accel_device_id,gyro_device_id
47000,1310988,1310988
591000,1310988,1310988
6372000,1310996,1310996
6419000,1310988,1310988
6464000,1310996,1310996
6487000,1310988,1310988
6611000,1310996,1310996
6736000,1310988,1310988
6784000,1310996,1310996
6811000,1311004,1311004
6883000,1310988,1310988
8604000,1310996,1310996
10419000,1311004,1311004
13463000,1310996,1310996
13860000,1310988,1310988
13867000,1310996,1310996
14664000,1310988,1310988
14751000,1311004,1311004
15275000,1310996,1310996
15556000,1311004,1311004
22159000,1310996,1310996
22267000,1311004,1311004
23300000,1310988,1310988
24004000,1310996,1310996
24104000,1310988,1310988
24304000,1310996,1310996
24511000,1310988,1310988
