timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
78155637,32767,32767,-32,32767,32767,32767
78160088,32767,32767,32767,32767,-8,32767
78166087,32767,32767,32767,-6,32767,32767
78170633,32767,32767,32767,32767,32767,-23
78175086,32767,32767,-26,32767,32767,32767
78181086,32767,32767,32767,32767,-2,32767
78185632,32767,32767,32767,32767,32767,-7
78190087,32767,32767,24,32767,32767,32767
78196083,32767,32767,32767,32767,32767,0
78200629,32767,32767,32767,32767,32767,32767
78205082,32767,32767,32767,32767,-28,10
78211080,32767,32767,32767,32767,32767,32767
78215627,32767,32767,-33,32767,32767,32767
78220080,32767,32767,32767,32767,34,32767
78226080,32767,32767,32767,-4,32767,32767
78230625,32767,32767,32767,32767,32767,32767
78235077,32767,32767,-27,32767,32767,-9
78241077,32767,32767,32767,32767,32767,32767
78245635,32767,32767,32767,32767,-9,32767
78250078,32767,32767,23,32767,32767,32767
78256076,32767,32767,32767,32767,32767,32767
78265073,32767,32767,32767,32767,32767,-61
78269574,32767,32767,32767,32767,-36,32767
78274072,32767,32767,-17,17,32767,9
78280071,32767,32767,32767,32767,32767,32767
78284570,32767,32767,32767,32767,32767,32767
78289071,32767,32767,33,32767,-13,-23
78295068,32767,32767,32767,32767,32767,32767
78299570,32767,32767,32767,32767,32767,32767
78304072,32767,32767,32767,32767,32767,8
78310068,32767,32767,32767,32767,-11,32767
78314565,32767,32767,-22,32767,32767,32767
78320612,32767,32767,32767,32767,32767,32767
78325068,32767,32767,32767,32767,32767,32767
78329563,32767,32767,28,-36,7,32767
78335611,32767,32767,32767,32767,32767,-10
78340062,32767,32767,32767,32767,32767,32767
78344561,32767,32767,32767,32767,32767,32767
78350612,32767,32767,32767,32767,32767,-9
78355063,32767,32767,-27,32767,-36,32767
78359559,32767,32767,32767,32767,32767,32
78365605,32767,32767,32767,32767,32767,32767
78370058,32767,32767,32767,32767,32767,32767
78374557,32767,32767,26,32767,-18,32767
78380603,32767,32767,32767,32767,32767,32767
78385062,32767,32767,32767,32767,32767,-7
78389555,32767,32767,27,-34,32767,32767
78395602,32767,32767,32767,32767,-13,32767
78400053,32767,32767,32767,32767,32767,-31
78404554,32767,32767,32767,32767,32767,32767
78410600,32767,32767,32767,32767,32767,32767
78415053,32767,32767,-27,32767,32767,32767
78419551,32767,32767,32767,32767,-39,32767
78425597,32767,32767,32767,32767,32767,-10
78430051,32767,32767,32767,32767,32767,32767
78434548,32767,32767,-22,18,23,32767
78440594,32767,32767,32767,32767,32767,32767
78445074,32767,32767,32767,32767,32767,-16
78449546,32767,32767,28,32767,32767,32767
78455592,32767,32767,32767,32767,32767,32767
78464544,32767,32767,32767,32767,-64,-60
78469044,32767,32767,32767,32767,32767,32767
78473543,32767,32767,-13,32767,32767,32767
78479543,32767,32767,32767,32767,-2,32767
78484041,32767,32767,32767,32767,32767,32767
78488541,32767,32767,37,-21,32767,-33
78494540,32767,32767,32767,32767,32767,32767
78499040,32767,32767,32767,32767,32767,-34
78503538,32767,32767,32767,32767,-25,38
78509538,32767,32767,32767,32767,32767,32767
78514059,32767,32767,-18,32767,32767,32767
78518536,32767,32767,32767,32767,37,32767
78524535,32767,32767,32767,32767,32767,32767
78529035,32767,32767,31,32767,32767,-35
78535034,32767,32767,32767,32767,32767,32767
78539535,32767,32767,32767,32767,32767,32767
78544034,32767,32767,32767,27,-5,35
78550035,32767,32767,32767,32767,32767,32767
78554531,32767,32767,-24,32767,32767,32767
78559032,32767,32767,32767,32767,32767,32767
78565030,32767,32767,32767,32767,-3,32767
